Week,KY,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,contagious flu,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,symptoms of flu,cold,type b flu,treatment for flu,flu shots,high fever,symptoms of rsv,do i have the flu,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,tamiflu dose,robitussin,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,type b flu symptoms,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,is the flu contagious,type a flu symptoms,flu contagious period,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu a and b,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,what is type a flu,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv
2011-03-13,0.638510143,0.00778114505693,0.0111393234499,0.0221967401098,0.0,95.2398405011,0.0,0.0,0.0,1346.05124765,0.0,143.91577553,383.939520956,383.939520956,192.928027933,960.327840221,256.007954497,224.987297368,95.9801162528,96.144804735,0.0,192.018185622,0.0,0.0,0.0,96.3947297617,0.0,511.91952402,96.6279898459,95.9038890895,143.53985574,143.91577553,0.0,96.3365906002,0.0,160.095534746,7083.97385182,0.0,0.0,96.6966676028,95.0674606993,96.1649004982,0.0,0.0,288.027217283,96.5112188612,291.761230842,143.826837911,0.0,160.434702972,0.0,127.98018851,0.0,0.0,95.4128465692,0.0,143.797881468,0.0,382.791934248,383.488143939,96.3365906002,160.114998137,0.0,285.892318311,95.0674606993,0.0,96.5454821385,0.0,0.0,192.018185622,239.17937997,0.0,0.0,993.056271913,191.663187642,1154.13822978,0.0,95.1535725296,0.0,0.0,671.621172403,96.3947297617,95.9038890895,1989.76841317,0.0,640.517683593,192.163848422,0.0,96.3656514119,143.855741992,96.7258282384,96.4582026173,0.0,96.1336546586,0.0,0.0,96.8718956323,160.638173027,0.0,0.0,96.5403851407,95.8571632638,287.459292529,0.0,95.8133342805,193.335049089,0.0,0.0,0.0,96.3365906002,144.694421721
2011-03-20,0.4893155776,0.00615435795077,0.00856620093147,0.0171324018629,89.6400729895,0.0,0.0,0.0,87.9941935956,1722.13159057,89.6621654045,89.0124162007,207.515095938,207.515095938,89.2195386432,1127.73136756,221.917027313,0.0,0.0,178.901118186,0.0,87.8881764948,0.0,0.0,0.0,89.2349506349,0.0,592.946429261,0.0,89.6621654045,88.2336697801,89.0124162007,0.0,89.2349506349,0.0,237.427404677,6983.39576993,0.0,0.0,0.0,89.7975658355,89.705079432,134.747602558,89.1543651888,355.174578924,0.0,89.2646189,0.0,0.0,148.667197107,0.0,221.372044257,0.0,0.0,176.681045088,0.0,118.871007892,0.0,177.934149272,178.230891713,179.324330809,178.032444635,0.0,178.892743972,0.0,0.0,89.5021834994,89.6129504258,89.423551074,87.8881764948,0.0,0.0,0.0,712.308846373,89.2080726377,1099.18248549,0.0,0.0,0.0,0.0,770.150178587,89.2349506349,89.6621654045,1427.05147672,0.0,415.370226332,445.356378751,0.0,178.739167868,179.112216967,0.0,0.0,0.0,0.0,89.608119494,89.6351343024,178.901118186,89.6400729895,89.6400729895,89.6351343024,88.7706437252,89.2618448334,176.75381479,0.0,0.0,88.1270751926,89.2349506349,89.5271726833,0.0,89.2349506349,89.2887552479
2011-03-27,0.7008443243,0.00382608695652,0.00617391304348,0.0131304347826,0.0,0.0,0.0,0.0,88.8669721535,1243.49872199,0.0,0.0,354.654930954,354.654930954,264.340761447,740.427632691,266.058077884,88.5338871161,88.7598873802,207.405293255,0.0,179.179834423,0.0,0.0,0.0,88.7465259653,88.8244581302,309.02755812,0.0,0.0,0.0,0.0,0.0,0.0,89.4280077225,179.071764559,7407.26656704,0.0,0.0,0.0,89.4549519852,88.5393852142,0.0,0.0,384.45486838,0.0,134.034885367,133.29379779,0.0,0.0,0.0,89.5628915954,0.0,0.0,88.5393852142,0.0,176.363158121,0.0,176.545561243,147.974735706,0.0,310.867074541,0.0,89.7524140383,88.2081798385,268.850877427,89.644017403,0.0,0.0,179.179834423,89.4819124891,0.0,0.0,651.048544606,88.2081798385,1095.73808431,88.2993688085,0.0,0.0,89.8338837031,650.086753175,88.7465259653,0.0,1571.6488611,0.0,443.483721916,295.814734149,88.8536431341,89.5899172115,0.0,0.0,178.748335725,89.6169591424,0.0,88.9743318519,0.0,89.0478885703,89.1897824197,0.0,0.0,177.550694379,88.1549943215,206.593180048,0.0,221.094043654,0.0,88.5661342732,0.0,0.0,0.0,88.686042089
2011-04-03,0.3561022985,0.00192560175055,0.00481400437637,0.0133041575492,0.0,0.0,0.0,0.0,97.0733805461,1092.92533863,95.3466171392,97.4259473036,417.112916092,417.112916092,0.0,675.235158676,320.899279136,194.734016873,96.4387376823,194.910887006,0.0,96.4678468696,0.0,0.0,0.0,128.326892332,0.0,320.957361548,97.3670084365,0.0,96.264450807,97.4259473036,0.0,0.0,0.0,96.358930932,7588.39952772,0.0,0.0,0.0,96.339562221,193.052235989,0.0,0.0,288.757297454,97.4259473036,96.7599081681,96.2621808473,0.0,193.145625438,0.0,95.976830817,0.0,97.1319643606,95.9480574644,96.409646057,97.0733805461,0.0,96.3202753542,128.618453974,95.8082043931,160.585395367,0.0,96.1486091092,97.1026636172,97.1026636172,145.161707516,97.1319643606,0.0,96.4678468696,0.0,0.0,0.0,449.77831228,96.206495087,1029.16397098,0.0,0.0,0.0,96.9012904714,705.639704131,128.326892332,0.0,1576.56672323,97.4259473036,610.373391974,338.336381112,194.322565585,96.409646057,145.16161069,0.0,97.1612827923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.038223019,97.0441151314,241.537568161,0.0,0.0,144.529435052,0.0,0.0,0.0,0.0,0.0
2011-04-10,0.3004051977,0.00104284348657,0.00408447032241,0.0120796037195,0.0,0.0,0.0,0.0,92.6509761128,1082.54977391,0.0,0.0,232.422418361,232.422418361,185.036892994,834.050413216,154.403286791,0.0,0.0,186.159818403,0.0,92.8253236721,0.0,92.0891842834,0.0,138.446961353,0.0,139.40026649,0.0,0.0,92.7973220662,0.0,0.0,92.0614047406,92.0891842834,92.4837715061,6776.54731499,0.0,0.0,0.0,185.380998311,92.8330059035,92.423851216,0.0,401.525165388,0.0,0.0,92.4279322136,0.0,185.885943606,0.0,185.023629836,0.0,0.0,139.390054159,0.0,93.6153370775,0.0,92.6512289694,187.287376358,0.0,418.916655273,0.0,93.0239044426,0.0,0.0,138.76742924,0.0,0.0,92.8253236721,0.0,0.0,0.0,309.132869892,0.0,1175.85503417,92.5532787592,0.0,0.0,0.0,308.788741175,138.446961353,0.0,1734.76968425,0.0,278.164573235,216.37799708,93.3046042146,92.8253236721,93.3327673912,0.0,0.0,0.0,0.0,92.2004703067,0.0,92.6719669383,92.9875318156,0.0,0.0,278.538142391,0.0,138.294336543,0.0,93.4173590233,92.4419446117,0.0,0.0,0.0,92.0614047406,123.546856408
2011-04-17,0.1871657754,0.00128314798973,0.00419161676647,0.0122326775021,0.0,0.0,0.0,0.0,0.0,943.272520748,91.1805723072,91.6866437574,91.0544968575,91.0544968575,121.268055361,486.832652724,91.1987148115,91.5040375322,91.0432521681,272.70395777,0.0,0.0,0.0,91.2080860586,0.0,91.1893977232,0.0,212.605024604,0.0,91.0657969151,0.0,91.6866437574,0.0,91.1805723072,0.0,121.652354807,7121.65173126,0.0,0.0,91.1757797617,0.0,0.0,0.0,0.0,334.193183976,0.0,0.0,91.2443807788,0.0,152.426767516,0.0,136.568490549,0.0,0.0,91.511836875,0.0,152.160065213,0.0,0.0,121.744982731,91.3204485754,91.1893977232,0.0,91.1692612062,0.0,0.0,90.9834837513,0.0,91.3821289382,0.0,91.2168809654,0.0,0.0,395.344801923,91.1712577431,547.862441672,0.0,0.0,0.0,0.0,454.849422567,91.1893977232,91.0657969151,1676.08786269,0.0,273.683302451,318.691086481,91.1781582775,136.623020854,91.148259152,0.0,0.0,0.0,0.0,0.0,0.0,182.447551714,0.0,0.0,0.0,152.168870546,0.0,90.9996530069,0.0,0.0,91.2538280477,0.0,91.1805723072,0.0,91.1805723072,0.0
2011-04-24,0.1838042222,0.000366871503256,0.00247638264698,0.00843804457489,0.0,89.1147135219,0.0,0.0,0.0,1490.86895728,89.7524210287,0.0,268.081123472,268.081123472,178.100307633,924.294374854,134.087743851,89.7157518024,178.50871565,134.106865449,0.0,89.0878231436,0.0,89.4159529207,0.0,0.0,90.2696475981,208.450032739,0.0,178.939896123,89.6247110413,0.0,0.0,0.0,0.0,178.756676362,6895.6037101,0.0,0.0,0.0,134.074415481,0.0,0.0,0.0,268.091960222,0.0,89.5200260455,89.2841849023,0.0,134.601891217,0.0,89.8065866418,0.0,0.0,0.0,0.0,134.236684733,0.0,0.0,179.060818642,0.0,178.743445621,0.0,0.0,89.6712950079,0.0,0.0,0.0,178.283240277,89.0878231436,0.0,0.0,0.0,149.095790849,89.1574756427,686.449390919,0.0,89.7794956655,0.0,0.0,476.022951864,0.0,178.939896123,1225.12472497,89.6865823182,491.574537656,89.4632150132,88.9536143109,134.155150383,89.3350822971,0.0,88.8732829314,0.0,0.0,89.524008453,89.0340910428,0.0,0.0,0.0,89.0340910428,119.401036934,88.9804237185,88.7130546569,0.0,178.885884684,89.5000678342,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.5544859453,0.000181983621474,0.00291173794359,0.00882620564149,0.0,90.7528881891,0.0,90.2915905988,89.3142217239,1260.26949605,0.0,90.6198241908,224.32657388,224.32657388,267.781156633,929.177429379,149.813471383,90.7297663493,0.0,180.692261947,90.4007372782,90.2643450977,0.0,0.0,0.0,90.1283638607,90.7804140878,119.86524699,0.0,0.0,0.0,90.6198241908,0.0,0.0,0.0,89.8411815102,7750.65870821,0.0,0.0,0.0,89.9532357111,0.0,0.0,0.0,358.93136419,0.0,0.0,134.663859102,0.0,180.104047754,0.0,0.0,0.0,0.0,180.202433526,0.0,90.0349619327,0.0,89.7985366184,89.1529076569,0.0,119.94668818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2643450977,0.0,0.0,0.0,120.019076122,178.682328348,750.433821314,0.0,0.0,0.0,90.5101481554,389.42759949,90.1283638607,0.0,1231.87348284,90.3419937361,359.668112648,150.022271016,134.599249397,90.2643450977,0.0,0.0,90.1671966246,90.2915905988,0.0,135.33907646,0.0,0.0,0.0,0.0,0.0,150.166680323,0.0,360.714703522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-08,0.1339254247,0.000348189415042,0.00400417827298,0.0120995821727,0.0,0.0,0.0,95.363329351,0.0,1461.1610319,0.0,190.794799187,95.3088498749,95.3088498749,95.0634869182,1110.21298045,95.3088498749,95.5838192378,95.2514349051,189.91323974,0.0,0.0,0.0,0.0,0.0,190.381347914,0.0,237.742212372,0.0,0.0,95.6258735666,190.794799187,0.0,0.0,0.0,95.2519322975,7083.05395448,0.0,0.0,0.0,95.3359405364,0.0,0.0,0.0,190.309880024,0.0,0.0,189.865719827,0.0,143.120949778,0.0,95.0227109303,0.0,0.0,95.2893917231,95.080560404,95.5076880088,0.0,95.2642814252,94.93723728,142.903224058,0.0,0.0,0.0,0.0,0.0,95.2806138113,0.0,95.080560404,0.0,0.0,0.0,0.0,333.424889482,126.796794814,857.754515752,95.0518611705,0.0,0.0,95.3951022277,791.794611133,190.381347914,0.0,1589.74450927,0.0,158.629845145,158.716322843,95.1657573081,95.1923188966,95.0231792571,0.0,0.0,0.0,0.0,0.0,0.0,95.1619588214,0.0,0.0,0.0,143.007512506,0.0,284.739920564,0.0,95.080560404,0.0,0.0,0.0,0.0,0.0,189.87447456
2011-05-15,0.1268230818,0.000346440325654,0.00372423350078,0.00892083838559,0.0,0.0,0.0,0.0,0.0,1005.55940991,0.0,94.2969999411,94.005541704,94.005541704,0.0,597.077417792,94.005541704,95.0183670143,94.3885375252,0.0,0.0,0.0,0.0,0.0,0.0,94.3885375252,0.0,219.755400081,0.0,94.2392250878,187.897823719,94.2969999411,0.0,0.0,0.0,141.604473656,6951.61903203,94.731042046,0.0,0.0,157.107604926,94.2042849212,0.0,0.0,188.483560635,0.0,0.0,93.8640949064,0.0,189.044587433,0.0,125.561302927,0.0,94.2042849212,141.487021605,94.5880302072,236.197200721,0.0,157.088766656,93.9349003461,0.0,94.3104713823,0.0,94.5313551286,0.0,0.0,94.5880302072,0.0,93.9631854712,0.0,0.0,0.0,0.0,157.098068652,94.0127751069,786.477349925,0.0,0.0,0.0,94.1332545851,470.594821777,94.3885375252,94.2392250878,1321.96050983,0.0,188.46549086,94.1616593089,125.665197705,0.0,94.1474154464,0.0,0.0,94.5594796397,0.0,0.0,0.0,94.0906145925,0.0,0.0,0.0,157.345031126,0.0,219.274071077,0.0,0.0,141.547527092,0.0,0.0,94.731042046,0.0,0.0
2011-05-22,0.0486203963,0.0,0.00281046899701,0.00878271561567,0.0,0.0,0.0,0.0,0.0,1353.7882721,0.0,94.6747152604,0.0,0.0,94.6320545187,913.794522685,94.9175207465,0.0,0.0,94.2268623432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.180594707,0.0,93.7818288594,0.0,94.6747152604,0.0,0.0,0.0,94.5605461736,5982.31083766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.560156892,0.0,0.0,93.7535216367,0.0,95.1116253711,0.0,0.0,0.0,0.0,0.0,0.0,94.3118653229,0.0,141.583168166,94.1755037721,190.409428911,94.8031278321,0.0,95.118374025,0.0,93.696958426,93.7818288594,0.0,0.0,0.0,0.0,0.0,0.0,141.374768533,93.696958426,630.222208728,0.0,0.0,0.0,95.2047144553,345.679472097,0.0,93.7818288594,1514.53721082,0.0,94.2606577433,94.83946819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2467381168,0.0,0.0,0.0,189.77779329,93.6404634255,125.621467932,0.0,95.0034967617,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-29,0.3234659871,0.0,0.00223573600429,0.00795922017528,0.0,0.0,0.0,103.60655135,0.0,1273.02471901,0.0,0.0,103.263069715,103.263069715,257.319909294,961.843279554,103.263069715,103.637890295,102.940912933,103.23038671,0.0,0.0,0.0,0.0,0.0,103.094549882,0.0,102.878825531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.015454722,7054.15129297,0.0,103.00307532,0.0,206.053668205,0.0,0.0,102.940912933,412.564814873,0.0,103.283737651,0.0,0.0,310.069561371,0.0,308.822738799,0.0,0.0,137.754751921,0.0,103.325351422,0.0,102.918080946,0.0,0.0,103.356520457,0.0,0.0,0.0,0.0,102.785834727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.024047769,722.983129046,0.0,0.0,0.0,103.455857907,515.383843893,103.094549882,0.0,1309.42267475,0.0,154.828379127,206.974340425,103.218985133,309.524692561,0.0,102.631223063,0.0,0.0,0.0,0.0,0.0,103.268381269,0.0,102.909859867,0.0,103.112668993,0.0,102.898558843,0.0,0.0,103.481384873,0.0,0.0,0.0,0.0,0.0
2011-06-05,0.0427929534,0.000355019082276,0.00204135972309,0.00692287210438,0.0,0.0,0.0,100.475212372,0.0,1029.54979898,0.0,0.0,100.172393769,100.172393769,148.552942398,664.232426005,0.0,99.5810756296,99.1611554312,99.5045146468,0.0,0.0,0.0,0.0,0.0,249.194005264,99.7594798802,198.561541635,0.0,198.801350261,99.2177994464,0.0,0.0,0.0,0.0,99.1878785178,5876.76998853,0.0,0.0,0.0,149.797466435,0.0,0.0,0.0,99.7677808771,0.0,0.0,0.0,0.0,99.6084207041,0.0,99.6197122781,0.0,0.0,99.3698072032,99.4306964758,0.0,0.0,99.4607359612,99.1297289215,0.0,0.0,0.0,0.0,0.0,0.0,99.3541511208,0.0,99.1312966069,0.0,0.0,0.0,0.0,148.941394849,99.0683750497,698.16791071,0.0,0.0,0.0,0.0,497.505777217,249.194005264,198.801350261,1331.16951065,0.0,198.438725057,0.0,99.0982239123,149.586777554,0.0,99.1312966069,0.0,0.0,0.0,99.277695492,0.0,99.3376638976,0.0,0.0,0.0,99.369335999,0.0,148.523142145,0.0,0.0,198.861392952,0.0,0.0,0.0,0.0,198.31595126
2011-06-12,0.080283669,0.00026016824213,0.00182117769491,0.00641748330587,0.0,0.0,0.0,99.6468051313,0.0,862.35023014,0.0,0.0,99.037303752,99.037303752,99.2119581341,497.526223779,0.0,199.293610263,99.5672703057,0.0,0.0,0.0,0.0,0.0,0.0,98.9478391596,0.0,132.475287155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3764339386,6133.4391787,0.0,0.0,0.0,99.3464796027,0.0,0.0,0.0,198.932789001,0.0,0.0,0.0,0.0,132.906301313,0.0,99.6874118083,0.0,0.0,0.0,0.0,99.6273048371,0.0,99.4664724561,0.0,99.1568418374,0.0,0.0,99.1671574532,0.0,99.1075259695,99.2665570754,0.0,99.76744291,0.0,0.0,0.0,0.0,199.314698519,0.0,564.210656909,0.0,0.0,0.0,99.7372560891,396.908872329,98.9478391596,0.0,1096.37971643,0.0,248.919722038,148.862401224,99.5672703057,0.0,0.0,0.0,0.0,0.0,0.0,99.7475913506,0.0,0.0,0.0,0.0,0.0,199.314698519,0.0,99.1871237895,0.0,99.5865955814,99.7070875301,0.0,0.0,0.0,0.0,0.0
2011-06-19,0.0732064422,9.30405656866e-05,0.00232601414217,0.00883885374023,0.0,0.0,0.0,0.0,0.0,858.689055731,0.0,0.0,0.0,0.0,147.834367515,693.087399324,0.0,0.0,0.0,197.869245948,0.0,0.0,0.0,0.0,0.0,199.239309923,0.0,98.6254916905,0.0,0.0,98.8529379669,0.0,0.0,0.0,0.0,0.0,6605.27160962,0.0,0.0,0.0,297.478358792,0.0,0.0,0.0,246.772015148,0.0,0.0,0.0,0.0,199.842334469,0.0,99.6196549614,0.0,0.0,99.7099174093,99.5896037834,98.5846398844,0.0,0.0,148.936833528,0.0,0.0,0.0,99.0243460301,0.0,99.2602334763,99.1860635416,0.0,98.9047514093,0.0,0.0,0.0,0.0,148.771453939,98.9951825435,594.795502139,0.0,0.0,0.0,99.114231972,527.707289046,199.239309923,0.0,1091.5585446,0.0,198.461983277,99.4096767666,98.6850212226,0.0,0.0,0.0,0.0,0.0,0.0,98.8748978773,0.0,0.0,0.0,0.0,0.0,197.570890632,0.0,147.700915968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6441357443
2011-06-26,0.2113507801,0.000188572506129,0.00311144635112,0.00754290024514,99.703340013,0.0,0.0,0.0,101.392998896,939.695917663,0.0,0.0,0.0,0.0,100.416606208,637.574986298,0.0,0.0,99.463091001,100.571847076,0.0,0.0,0.0,0.0,0.0,101.009490175,0.0,100.963805162,0.0,100.628455588,100.719522064,0.0,0.0,0.0,0.0,0.0,5967.60336789,0.0,0.0,101.48484038,100.59813668,0.0,0.0,0.0,234.430770636,0.0,0.0,0.0,0.0,199.226221492,0.0,100.329101014,0.0,0.0,201.943031663,0.0,201.325147858,0.0,150.381092677,0.0,0.0,0.0,0.0,101.118469116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.610375706,0.0,906.435440204,0.0,0.0,0.0,0.0,334.950353896,101.009490175,100.628455588,1276.47187453,100.841200737,99.6131107461,101.209813713,99.6732454341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.841200737,0.0,0.0,0.0,350.738204844,0.0,201.593740311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-03,0.0508336722,9.19793966152e-05,0.0018395879323,0.00662251655629,0.0,0.0,0.0,0.0,0.0,515.257072763,0.0,0.0,0.0,0.0,274.054866979,515.333449431,0.0,103.011653011,0.0,103.105214912,0.0,0.0,0.0,0.0,0.0,104.093400099,0.0,104.03061759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.121432248,6078.42151439,0.0,0.0,0.0,206.847882681,0.0,0.0,0.0,240.271687786,0.0,102.816674804,103.012801665,0.0,205.463966729,0.0,103.183656678,0.0,0.0,0.0,0.0,0.0,0.0,204.517125152,0.0,104.03061759,0.0,0.0,0.0,103.936585697,103.717837622,103.152647686,0.0,104.408452763,0.0,0.0,0.0,0.0,103.470805479,0.0,687.759632205,0.0,0.0,0.0,0.0,377.449212152,104.093400099,0.0,1204.72318328,0.0,103.043135842,102.696328661,103.1214885,102.433083313,0.0,0.0,0.0,0.0,0.0,102.88716763,0.0,102.484659902,0.0,0.0,0.0,153.997855036,0.0,102.904422829,0.0,0.0,0.0,0.0,103.87399215,0.0,0.0,0.0
2011-07-10,0.0309482545,0.000179002953549,0.00232703839613,0.00689161371163,0.0,0.0,0.0,96.5754839497,0.0,832.742067352,0.0,0.0,96.1435078123,96.1435078123,95.9121850868,479.934494014,96.2015129453,0.0,0.0,95.2419789887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.626734271,0.0,0.0,95.2993536748,0.0,0.0,0.0,0.0,0.0,7273.89082733,0.0,0.0,0.0,127.992155219,0.0,0.0,95.9988005459,223.938006039,0.0,0.0,192.287015625,0.0,144.155221318,0.0,191.989855979,0.0,0.0,96.0566311487,0.0,96.1435078123,0.0,96.1725016326,95.9783809679,96.3714922817,96.0855725862,0.0,96.5754839497,0.0,96.3424209417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0566311487,576.640933729,0.0,0.0,0.0,0.0,287.453274225,0.0,0.0,993.99133556,0.0,160.028885699,0.0,0.0,95.4430932731,0.0,0.0,0.0,0.0,0.0,95.3567975287,0.0,0.0,0.0,0.0,0.0,144.154879129,96.1145314688,287.38522347,0.0,96.4005811716,96.4588116646,0.0,0.0,0.0,0.0,0.0
2011-07-17,0.1870234499,0.0,0.00157494093971,0.00787470469857,0.0,0.0,0.0,94.3248023993,0.0,998.182931462,0.0,186.529652222,0.0,0.0,0.0,437.008307261,0.0,0.0,0.0,186.616888282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2246059211,0.0,0.0,0.0,186.529652222,0.0,0.0,0.0,0.0,6237.18492153,0.0,0.0,0.0,93.1600406441,0.0,0.0,0.0,280.268828028,0.0,0.0,0.0,0.0,156.248314749,0.0,186.876416119,0.0,0.0,140.680124956,0.0,140.948706237,0.0,140.5233756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1403414385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.916521519,0.0,0.0,0.0,0.0,155.561545436,0.0,0.0,968.181142457,0.0,93.7859913743,278.950198073,93.5788691402,93.2527279742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3817790241,0.0,0.0,0.0,93.6111192625,0.0,139.459390681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-24,0.0130992926,0.0,0.00237973822879,0.00713921468638,0.0,0.0,0.0,0.0,92.941629404,687.128192466,0.0,93.2791898014,0.0,0.0,186.286563979,374.092356206,0.0,0.0,0.0,93.3074305491,0.0,0.0,0.0,0.0,0.0,94.1328831649,0.0,278.824888212,0.0,93.6991059102,93.9627634965,93.2791898014,0.0,0.0,0.0,93.1101036567,6842.14736827,0.0,0.0,0.0,186.581216694,0.0,0.0,0.0,124.747384205,0.0,0.0,0.0,0.0,185.939332189,0.0,92.6343381736,0.0,0.0,94.2181742098,0.0,0.0,0.0,93.4314542435,92.7737637278,0.0,0.0,0.0,0.0,0.0,93.4031932045,140.328811867,0.0,0.0,0.0,0.0,0.0,0.0,188.208974243,0.0,968.553214881,0.0,0.0,0.0,0.0,218.129846826,94.1328831649,93.6991059102,969.566281298,93.7175675778,139.978087298,0.0,0.0,93.958094597,0.0,0.0,0.0,0.0,0.0,93.4737181356,0.0,140.075273134,0.0,0.0,0.0,188.029853665,93.6991059102,124.484763216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-31,0.2277678748,0.0,0.00213474511143,0.00717274357442,0.0,0.0,0.0,0.0,0.0,841.512293691,0.0,0.0,0.0,0.0,186.709855686,654.281421312,0.0,93.7213064251,93.2986899345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.822467179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1703103512,6792.99860647,0.0,0.0,0.0,155.652777373,0.0,0.0,0.0,217.754282169,0.0,0.0,0.0,0.0,156.00136104,0.0,93.2546528168,0.0,0.0,93.3537403655,0.0,93.5652193264,0.0,93.4810045711,0.0,93.4948226325,0.0,0.0,93.6654522476,0.0,92.9181958614,93.5939043351,0.0,0.0,0.0,0.0,0.0,0.0,140.140254303,93.030078096,654.568571378,0.0,0.0,0.0,0.0,186.611661773,0.0,0.0,967.213554815,0.0,249.147812699,93.4387302731,93.4958196748,233.44729588,0.0,0.0,0.0,0.0,0.0,93.5656538358,0.0,93.2144600008,0.0,0.0,0.0,187.330904495,0.0,139.756589581,0.0,0.0,93.4803144087,0.0,0.0,0.0,0.0,93.452822176
2011-08-07,0.0,0.0,0.00183762111594,0.00743401269629,0.0,0.0,0.0,0.0,0.0,799.884899757,0.0,92.3307831792,0.0,0.0,91.9047718618,492.408668166,0.0,0.0,92.2039641699,92.256743447,92.44269928,0.0,0.0,0.0,0.0,92.0343710614,0.0,277.40381455,0.0,0.0,0.0,92.3307831792,0.0,0.0,0.0,0.0,6153.76877744,0.0,0.0,185.159228874,92.0343710614,0.0,92.8318749669,0.0,91.8858155494,0.0,0.0,0.0,0.0,185.283365574,0.0,122.860338657,0.0,0.0,185.215151323,0.0,0.0,0.0,92.1405406254,92.8599887994,0.0,0.0,0.0,0.0,0.0,92.1069531926,138.508434619,0.0,0.0,0.0,0.0,0.0,0.0,184.598828782,138.292072571,584.886553687,0.0,0.0,0.0,0.0,429.368737001,92.0343710614,0.0,832.096378107,0.0,184.452397368,0.0,92.0799600435,138.494371387,0.0,0.0,0.0,0.0,0.0,92.1634162007,0.0,92.1484613431,92.3587367921,0.0,0.0,92.1823718816,92.0621089671,91.8218376079,0.0,0.0,0.0,0.0,92.0244065231,0.0,0.0,0.0
2011-08-14,0.0132890365,0.000165343915344,0.00231481481481,0.00801917989418,89.8858096847,0.0,0.0,0.0,0.0,895.39898036,0.0,90.1034508704,0.0,0.0,223.969345377,567.282997537,0.0,0.0,89.6692173722,89.8344315678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.109531575,0.0,0.0,0.0,90.1034508704,0.0,0.0,0.0,179.880242704,6840.01659953,0.0,0.0,89.7503170563,179.586112455,89.8358567896,0.0,0.0,178.964328197,0.0,90.0534428793,88.8662165693,0.0,134.483078401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2276623279,119.463523399,0.0,0.0,0.0,89.484513186,0.0,149.056231293,89.8858096847,0.0,89.6422167045,0.0,0.0,0.0,0.0,179.000308339,89.5383870651,597.349587329,0.0,0.0,0.0,89.8044650606,267.917412326,0.0,0.0,1315.61045182,0.0,208.827796874,179.39679772,134.716650767,89.6422167045,179.563248917,0.0,0.0,0.0,0.0,269.820364057,0.0,0.0,0.0,0.0,0.0,179.939003718,0.0,148.840687038,0.0,0.0,179.825914634,0.0,0.0,0.0,0.0,89.6193196235
