Week,WI,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,cold or flu,expectorant,how long contagious,how to get rid of the flu,influenza a treatment,is influenza contagious,contagious flu,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,cough and fever,flu shots,influenza type a,high fever,symptoms of rsv,flu cold,flu remedies,influenza treatment,flu treatment,body temperature,flu incubation period,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,how to treat the flu,influenza a and b,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu contagious,symptoms of influenza,symptoms of influenza b,is the flu contagious,what is influenza,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,influenza incubation period,how long are you contagious with the flu,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,what is influenza b,the flu,what is influenza a,flu a,normal body temperature,how long does influenza last,gripe,rsv symptoms,oseltamivir,how long is flu contagious,flu vaccine,cold vs flu,respiratory flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,stomach flu symptoms,how long is rsv contagious,symptoms of the flu,early flu symptoms,flu headache,what is rsv,incubation period for influenza
2011-09-04,0.2153316107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.232361232,0.0,0.0,53.6715143297,53.6715143297,163.445511076,485.688433665,0.0,0.0,54.465377256,134.025838428,0.0,0.0,0.0,0.0,0.0,0.0,54.334056274,0.0,107.669885629,54.1707928838,54.0658306357,0.0,0.0,0.0,0.0,0.0,53.6572131466,6180.03079485,53.7039246645,71.933472317,0.0,80.4817798791,0.0,0.0,0.0,0.0,0.0,198.035536046,0.0,54.4160575663,80.9275850608,0.0,53.5583855733,0.0,53.6914875977,0.0,0.0,0.0,54.3668271162,0.0,0.0,80.9836118064,71.9441998267,107.44028903,0.0,81.0245579207,53.6877146057,215.388550792,89.8721798307,0.0,0.0,0.0,0.0,0.0,0.0,71.8956952754,53.9539276872,270.219211773,0.0,0.0,0.0,0.0,0.0,324.113447664,54.334056274,54.1707928838,1131.10641053,0.0,0.0,197.557831458,0.0,72.0258470746,54.334056274,0.0,162.131454018,0.0,0.0,0.0,135.172967649,0.0,0.0,0.0,108.799275026,0.0,0.0,0.0,54.1066931389,0.0,125.71668763,0.0,0.0,54.3996375128,0.0,0.0,0.0,0.0
2011-09-11,0.2110340669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.890058703,0.0,50.1180238868,76.5919776189,76.5919776189,76.5302348363,608.270477284,51.0484841322,50.9204472603,50.9150721096,84.3322664989,0.0,0.0,0.0,0.0,0.0,0.0,50.0122896592,0.0,202.244243958,84.3629995878,51.2028024035,50.1180238868,0.0,0.0,0.0,51.1100996834,153.237819979,6059.04719514,0.0,152.152867609,0.0,84.3678616998,0.0,135.045058136,51.1718641543,0.0,0.0,338.389718384,50.8950932544,50.7175979243,99.9944423557,0.0,0.0,0.0,101.210377011,0.0,0.0,0.0,0.0,0.0,0.0,51.0638740882,152.10160649,50.072654523,153.469227137,51.0946818554,0.0,185.411214427,102.28192654,0.0,0.0,50.9226902978,50.8282557445,0.0,51.2337780855,101.877020423,50.7975993779,693.514926599,0.0,0.0,0.0,0.0,0.0,405.057381289,50.0122896592,84.3629995878,1349.29379227,50.4870447924,0.0,320.496176786,0.0,101.463147491,84.3627700985,0.0,126.671558837,0.0,0.0,0.0,202.75840383,0.0,0.0,0.0,51.0072957835,0.0,0.0,0.0,152.168290635,50.386813624,151.8469309,51.0177320333,0.0,51.1100996834,0.0,0.0,51.1718641543,0.0
2011-09-18,0.5197805371,0.0,0.0,0.0,0.0,0.0,0.0,50.3147624919,817.857254446,50.0394296187,49.8903551041,50.3209300066,50.3209300066,148.642872304,667.017063465,0.0,0.0,50.0996999344,74.6421524429,0.0,0.0,0.0,49.487802038,0.0,0.0,49.8076566857,50.2358404234,182.895156736,74.6649736055,0.0,49.8903551041,0.0,0.0,0.0,98.8860604052,99.7109051178,6710.08342563,50.4060502375,250.186423076,0.0,99.9094935707,0.0,99.8545547565,0.0,0.0,50.311794219,250.423210306,0.0,74.8828731258,175.528266735,0.0,0.0,0.0,133.211026016,0.0,0.0,0.0,0.0,50.3908126165,0.0,83.2211138877,201.139006293,50.3299541472,0.0,50.1919668777,0.0,648.494330226,49.2943740685,0.0,49.487802038,0.0,0.0,0.0,0.0,99.5031663053,0.0,951.551878388,0.0,0.0,0.0,0.0,0.0,366.361668939,49.8076566857,74.6649736055,1232.21811084,0.0,0.0,299.608041294,0.0,183.598653945,98.8264545821,0.0,49.9884058049,0.0,50.2389415719,0.0,83.3417777655,0.0,0.0,49.8741557525,50.2813851563,49.8741557525,50.2358404234,0.0,49.4728690862,50.2358404234,299.86936909,50.1147902055,0.0,50.2238048013,0.0,0.0,0.0,0.0
2011-09-25,0.5017709563,0.0,0.0,0.0,0.0,0.0,0.0,49.8002771089,930.409603203,0.0,49.6954344202,49.8603860734,49.8603860734,49.9796027637,647.042429675,0.0,0.0,74.8300552517,99.3686396804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.988123693,49.6845045418,99.2231978202,49.6954344202,49.785272506,49.5763309493,0.0,124.673823898,49.6503902558,6861.45634,99.7809900044,331.999549811,0.0,124.636214901,0.0,132.661799978,49.7629285522,49.666360606,0.0,166.185268749,49.6506368531,0.0,132.401851635,0.0,49.5015551862,49.902759348,99.4986027838,0.0,0.0,49.7552904087,99.0628768139,0.0,49.8726611819,49.8064363263,132.766537498,49.902759348,0.0,99.9865444252,0.0,1026.99568088,49.7244782219,0.0,0.0,49.8275819462,0.0,0.0,0.0,116.08058559,49.664318739,913.938838931,0.0,0.0,0.0,0.0,0.0,497.132903979,0.0,49.6845045418,1374.782555,0.0,0.0,513.524457386,0.0,299.999158302,49.456797903,0.0,116.350764972,0.0,0.0,0.0,265.553763225,49.6714147253,0.0,0.0,149.708278044,0.0,49.8904950022,49.6714147253,149.108961242,49.4418967889,232.060065121,0.0,0.0,49.902759348,0.0,0.0,49.8726611819,0.0
2011-10-02,0.7638072855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.305839957,49.7603581758,98.7107439849,148.26679393,148.26679393,82.5131203618,741.7777249,74.1347131931,0.0,49.2114241658,131.622111648,0.0,0.0,0.0,147.129340824,0.0,0.0,49.4953918512,0.0,295.864055065,49.0634283853,0.0,98.7107439849,0.0,0.0,0.0,65.8830182639,65.9877955986,6553.40473597,123.846660384,428.767723222,0.0,49.1446436738,0.0,148.321812121,0.0,0.0,50.0312037903,181.586708062,0.0,49.1965521893,131.488485083,49.0135250025,49.0135250025,0.0,65.8681620692,0.0,0.0,0.0,0.0,49.4255472344,0.0,98.2448594279,98.9190259421,49.4952655489,49.5176784993,49.1744770648,0.0,1250.68761699,74.1499063296,0.0,147.129340824,0.0,0.0,98.472627505,49.432282847,98.3161216184,49.3063058659,990.397126722,0.0,48.9839720781,0.0,0.0,0.0,592.694087034,49.4953918512,49.0634283853,1184.33382199,0.0,0.0,510.126842291,0.0,198.077526253,0.0,0.0,123.928949553,0.0,0.0,49.4430541934,263.870883936,0.0,50.091792593,50.0009643199,49.3360622364,50.0009643199,0.0,0.0,131.970353041,48.9839720781,164.70272096,49.398327326,0.0,65.8532548498,0.0,49.1521153699,0.0,0.0
2011-10-09,0.4106280193,0.0,0.0,0.0,0.0,0.0,0.0,47.4815808667,1000.44959789,0.0,47.4864887155,71.653233308,71.653233308,95.6719155849,634.567436964,47.6629525201,0.0,47.5079855572,71.1259483394,0.0,0.0,0.0,47.6873523749,0.0,0.0,47.7328863831,0.0,300.608482551,95.0330369116,47.6155773111,47.4864887155,0.0,0.0,0.0,47.2022171298,110.957854802,6416.10672013,47.8315536218,364.752161163,0.0,63.3599936904,0.0,142.717036581,47.4815462694,0.0,47.8337559388,222.313060808,0.0,0.0,158.235450063,0.0,71.4804573637,0.0,143.032647564,0.0,0.0,47.7449284115,47.6824059082,47.7492984486,47.7040403069,95.3646731353,174.480291355,0.0,0.0,47.6299150338,0.0,1203.14483977,79.2563784262,0.0,47.6873523749,0.0,0.0,47.7593441508,95.6719155849,119.027115418,71.4305561371,857.651618134,0.0,47.6680047297,0.0,0.0,0.0,459.492637685,47.7328863831,95.0330369116,1234.97131215,47.6485918836,0.0,538.423898723,0.0,254.177879841,47.4220587067,0.0,79.4238940986,47.4292070423,0.0,0.0,317.101796222,47.2164561093,0.0,47.7305213722,47.2307036821,47.7305213722,0.0,47.2164561093,119.292405419,71.1402407032,142.437387413,94.7913473332,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-16,0.6154603644,0.0,0.0,0.0,49.1598527475,0.0,0.0,49.1301758066,906.815587762,72.2367810123,48.4404958449,48.5136001918,48.5136001918,97.6133615306,549.880934777,0.0,47.9587451482,96.639590653,73.0243450354,0.0,0.0,0.0,48.7000208346,0.0,0.0,170.755739422,0.0,419.222274132,48.758792946,48.7516460732,48.4404958449,0.0,0.0,0.0,97.5175681387,80.8153428628,7429.3507423,0.0,404.344819239,0.0,48.4549616763,0.0,226.166002582,49.2044354435,0.0,95.9464508913,291.472042319,47.9877144899,48.5390321474,217.761136205,0.0,49.1005346748,0.0,96.9245711351,0.0,0.0,0.0,0.0,48.4510991181,47.9153566574,121.805084504,80.8639288554,0.0,48.4657324915,121.746454042,0.0,1049.4829319,48.4571963377,0.0,48.7000208346,0.0,0.0,48.4218588652,0.0,113.019968496,71.9328385397,1003.82791951,0.0,0.0,0.0,0.0,0.0,597.798045745,170.755739422,48.758792946,1275.14830342,0.0,0.0,484.277040398,0.0,372.630134126,49.056139978,0.0,72.3966223,0.0,0.0,0.0,307.307799423,0.0,0.0,48.5227473374,49.1153507686,48.5227473374,48.0167188504,0.0,80.8298961947,48.4642553595,210.00250855,48.1093022121,0.0,49.0413595803,49.0413595803,0.0,0.0,0.0
2011-10-23,0.8991008991,0.0,0.0,0.0,48.3247415133,0.0,0.0,48.3093890748,871.101575588,0.0,48.3011189197,72.4508951268,72.4508951268,72.5992191336,741.37894265,48.213748792,48.4214795096,0.0,96.4936059933,48.2609985591,0.0,0.0,0.0,0.0,0.0,96.6216002805,0.0,417.955336861,96.4458697716,0.0,48.3011189197,0.0,48.392221818,0.0,48.2282885232,128.88182414,6807.99529179,96.8722432523,419.077049193,0.0,80.4695298232,0.0,193.644464074,0.0,0.0,48.3685889564,145.182789598,0.0,0.0,224.977603088,0.0,48.2428370266,0.0,209.273314673,0.0,0.0,0.0,72.4433728601,0.0,96.4565770465,48.2900977443,128.939795808,48.3101551112,48.3484015145,48.2319344227,0.0,1158.30843801,64.3342184578,0.0,0.0,0.0,0.0,0.0,48.2282885232,48.3782291185,48.1064084484,1000.40707241,0.0,0.0,0.0,0.0,0.0,515.054635423,96.6216002805,96.4458697716,1190.23611401,48.4068462429,0.0,337.814888497,0.0,338.978092658,48.2373506032,0.0,48.4700795132,48.3385262214,0.0,0.0,370.796500479,0.0,0.0,72.5626540086,48.2955731145,72.5626540086,0.0,0.0,64.4554145346,0.0,120.847830434,48.2802870332,0.0,112.672919961,0.0,0.0,48.3338123771,0.0
2011-10-30,0.383828045,0.0,0.0,0.0,0.0,0.0,0.0,47.7744820411,1066.88820774,47.6511070905,47.579960766,79.4952238992,79.4952238992,95.4998747671,683.544430214,0.0,0.0,95.4626506548,63.4858939336,0.0,0.0,0.0,47.7457022326,0.0,0.0,79.471343199,0.0,412.36007827,95.302214181,0.0,47.579960766,0.0,0.0,0.0,47.7486808135,95.4280542201,7051.85212874,47.8610300158,254.413410895,0.0,95.2982389237,0.0,174.78920552,47.7663455599,0.0,0.0,191.095914875,0.0,71.7060212774,126.933572074,0.0,95.2101659791,0.0,167.001628892,0.0,0.0,0.0,63.5433891091,0.0,47.6587810021,142.638342752,159.018997992,47.7056629428,0.0,47.62311067,0.0,809.404563785,47.7919379626,0.0,47.7457022326,95.57776992,0.0,47.8321458697,0.0,47.6685753773,0.0,987.263471435,0.0,0.0,0.0,47.8465835836,0.0,603.496637355,79.471343199,95.302214181,1254.23776303,47.4224112271,0.0,476.251867222,0.0,270.663253347,63.5098122482,0.0,47.7705533661,0.0,0.0,0.0,111.235851597,47.806618715,0.0,142.610666955,47.9044217021,142.610666955,0.0,47.806618715,111.40392264,95.7220600316,158.846500764,79.3705656503,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-06,0.7173968742,0.0,0.0,0.0,0.0,46.812143123,0.0,0.0,1082.7914902,47.372436068,46.758555138,70.6717506875,70.6717506875,94.4654123282,642.901270558,46.7133833274,46.8601706668,0.0,109.545753122,0.0,0.0,0.0,186.909865397,0.0,46.7796014401,62.6455864027,0.0,437.816037324,46.9450366565,94.6020119549,46.758555138,0.0,0.0,0.0,62.659612966,94.1365353231,7171.27409689,93.9184217651,235.238809489,0.0,47.1080472229,0.0,94.1026664555,0.0,0.0,0.0,345.267194582,46.7334454456,78.4049840768,109.493930835,0.0,93.6297858434,0.0,109.616579579,0.0,0.0,0.0,0.0,46.854596699,46.9853450051,172.172317728,156.795670123,47.3295521488,46.7838834531,70.5154911032,0.0,876.561045142,47.0585784163,0.0,186.909865397,46.7274663492,0.0,47.5303441882,93.3986175838,125.338720276,47.1729731793,1381.5055067,0.0,70.6443188647,0.0,0.0,46.812143123,563.719427414,62.6455864027,46.9450366565,1205.25099209,0.0,0.0,375.646113451,46.6993087919,251.197681132,70.4869135968,0.0,141.630292929,46.9025652723,0.0,46.7980090218,172.389923485,0.0,47.0871651356,140.309299228,47.0325655347,140.309299228,0.0,0.0,94.1742871845,93.3986175838,172.210130056,47.0267354926,0.0,47.0125558487,47.3295521488,46.8178526318,94.6020119549,0.0
2011-11-13,0.677259703,0.0,0.003300330033,0.003300330033,0.0,47.1569510108,0.0,0.0,1118.90664472,0.0,95.0756054768,47.2216180269,47.2216180269,71.195342483,723.976372935,0.0,0.0,47.1001525151,157.098288488,0.0,0.0,0.0,78.6013074266,0.0,0.0,47.3896880319,0.0,329.792066733,94.3388078298,93.6091021065,95.0756054768,0.0,0.0,0.0,47.5521429504,94.4528372237,7311.07075267,47.6671768614,62.9541901014,47.5234711729,62.8923760047,0.0,78.5541201851,0.0,0.0,47.4898323377,331.031242452,0.0,47.4468356721,125.557652301,0.0,46.9588622301,0.0,141.5268818,0.0,0.0,0.0,47.1896834098,47.1884478419,95.2479479641,94.2722460744,299.090066341,47.2110437301,47.2252982749,71.0093041029,47.2138866594,486.971315488,0.0,0.0,78.6013074266,47.5234711729,0.0,47.199639862,0.0,71.1027152205,0.0,803.78419238,0.0,46.7904405464,0.0,0.0,0.0,424.457272325,47.3896880319,94.3388078298,1068.41502916,0.0,0.0,392.864118017,0.0,173.515647924,47.339505971,0.0,47.1007834774,0.0,0.0,0.0,125.927395141,0.0,0.0,47.5664918167,47.4181538666,47.5664918167,0.0,0.0,157.425875765,46.7904405464,110.06644897,94.3865069473,0.0,47.1740414584,46.8327976139,46.7481600279,0.0,0.0
2011-11-20,0.8970525416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.407686822,51.1369638228,50.6088855563,101.278405291,101.278405291,50.9064136304,440.788557241,0.0,50.6157052976,50.5852230903,236.881406391,0.0,0.0,0.0,84.6734395586,0.0,0.0,50.8296169489,51.2296592255,304.33004717,0.0,102.089206524,50.6088855563,0.0,0.0,0.0,50.8193590548,84.7298250522,7263.88141142,50.7699966849,186.547667794,0.0,84.6733933584,51.2606324173,76.4166622396,0.0,0.0,51.2916430842,203.743585847,76.2400724114,84.8218365097,127.028169532,0.0,50.6321595898,0.0,126.682143339,50.7226829356,0.0,51.1832695552,102.36653911,50.495068905,101.233781086,0.0,254.321846951,51.1987234409,51.1832695552,50.8988179655,0.0,321.611479493,50.8375305278,0.0,84.6734395586,0.0,0.0,0.0,51.0907418007,135.544897478,50.4182250548,1103.41172336,0.0,51.0599735129,0.0,50.8450055824,0.0,507.91285392,50.8296169489,0.0,1218.5394389,0.0,0.0,440.041377928,0.0,153.15634354,50.8449316873,0.0,67.9230705998,51.1215471922,0.0,50.6392256719,152.718974096,51.1061398542,0.0,0.0,50.9063015505,0.0,0.0,51.1061398542,118.691239727,50.6016307025,101.582583135,153.549808666,0.0,101.819313111,0.0,0.0,0.0,0.0
2011-11-27,0.9141696293,0.0,0.0,0.0,44.7263591075,44.5143004932,0.0,44.7128791922,979.764355261,44.2378170941,66.4446353154,118.609788407,118.609788407,89.2569149898,578.186249334,44.7128791922,66.8064159047,0.0,103.590164948,0.0,0.0,0.0,44.6859437228,0.0,0.0,44.8616066404,44.7938807849,310.499036409,0.0,0.0,66.4446353154,0.0,44.3180064907,0.0,0.0,74.1009771579,8322.3167367,44.7938807849,59.3452142486,0.0,66.7177158676,0.0,177.909005414,44.8209465739,0.0,0.0,252.328950111,44.3774310061,0.0,103.545614573,0.0,88.647767156,0.0,66.8400383621,0.0,0.0,0.0,44.2778754857,44.4974546492,44.3105169062,59.1842010355,400.252571066,44.3142324739,44.8074095922,133.056761734,0.0,221.896402719,74.0786497632,0.0,44.6859437228,0.0,0.0,44.4082039879,44.3105169062,118.623783346,44.190578665,1113.37630048,0.0,44.1712139368,0.0,0.0,0.0,385.054262958,44.8616066404,0.0,1405.89504068,0.0,0.0,399.60030031,0.0,222.715033174,110.618624782,0.0,89.2636549122,44.2541197121,0.0,44.6994073997,44.2741733942,88.647767156,0.0,44.2645146301,44.5846763944,44.2645146301,44.4042532672,88.647767156,148.277937671,44.297158294,192.500434881,59.2154378959,0.0,44.3372583165,44.7668476644,44.2912444095,44.2645146301,0.0
2011-12-04,0.8942258559,0.0,0.0,0.0,44.5796446613,0.0,44.5124661733,44.6335336243,988.687973615,0.0,44.7895613417,134.697430758,134.697430758,112.708726909,613.565477545,0.0,0.0,89.8036583796,104.526856572,45.0425738698,45.0425738698,0.0,89.4667872311,0.0,45.0561449978,44.6659956099,44.956091219,283.506019533,89.2516011886,0.0,44.7895613417,44.3653838278,0.0,0.0,0.0,112.450320625,8159.48506993,0.0,89.7755350794,44.4054007104,104.585378579,0.0,104.729995314,44.8945450731,0.0,0.0,239.702767266,44.6065728671,90.1479141337,156.715535037,0.0,44.5527489481,0.0,209.215887247,0.0,0.0,0.0,45.0290109147,44.4321187614,0.0,104.513382984,359.011370142,0.0,45.1650091355,67.1340643459,0.0,283.694973675,90.0933700582,0.0,89.4667872311,88.9981095287,0.0,44.7552614433,0.0,225.065474413,44.4187557182,1273.54788575,0.0,45.1105113869,44.4856514346,0.0,67.187947779,433.318450995,44.6659956099,89.2516011886,1149.97824408,0.0,0.0,403.265678537,0.0,194.785951801,74.690326026,0.0,59.9528621861,0.0,0.0,44.928943821,67.245039074,0.0,45.2744006199,44.7333814036,112.244076503,44.7333814036,0.0,0.0,164.592325121,45.1513723574,134.44443749,44.9788211094,0.0,44.8434227768,0.0,0.0,45.1786541534,0.0
2011-12-11,0.7084754658,0.0,0.0,0.0,0.0,0.0,0.0,44.169708634,1007.59967989,44.0767197737,88.6236314537,148.069848298,148.069848298,74.0414802195,813.831950232,44.169708634,44.5668485817,44.4725750183,66.5011395746,0.0,0.0,0.0,89.1336971634,0.0,0.0,88.7575342699,0.0,413.183548659,66.4010470855,44.3032325416,88.6236314537,44.3526492494,0.0,0.0,0.0,59.1752329288,8099.21574174,66.7022074514,44.4457560209,0.0,66.6082943318,0.0,147.757254939,44.3943437904,0.0,59.2689870714,177.856196063,44.3143420816,132.990102766,147.628014198,0.0,88.4947247507,0.0,88.4680014147,0.0,0.0,0.0,44.2407297994,66.6823385914,0.0,132.549074387,443.931236953,89.1068010568,44.351941126,88.814145828,0.0,324.868214791,44.3787317881,0.0,89.1336971634,44.298456723,0.0,0.0,44.4279158806,103.479811036,0.0,992.661681918,0.0,44.209681221,0.0,44.340848434,44.3787317881,369.546343232,88.7575342699,66.4010470855,1152.26434018,0.0,0.0,502.263431973,0.0,296.31835016,59.1081485023,0.0,88.9303302084,0.0,0.0,44.5668485817,66.6485167025,44.5399605886,0.0,59.2063483335,44.4211317718,59.2063483335,0.0,44.5399605886,103.586687998,0.0,162.672339059,111.047342541,0.0,88.494720777,0.0,44.4728823347,0.0,0.0
2011-12-18,1.0093457944,0.0,0.0,0.0,0.0,48.0477917589,0.0,72.2859276417,1074.60061875,48.2126293531,72.1987003748,160.123304595,160.123304595,168.676865679,945.175032575,0.0,0.0,63.9874662659,159.871955874,48.0792565661,0.0,0.0,167.864890851,0.0,0.0,0.0,47.835934665,463.256095485,48.0215169168,0.0,72.1987003748,48.2417256895,0.0,48.0043227073,0.0,96.0439774391,7613.92888018,0.0,72.1367354117,0.0,95.9455003941,0.0,48.0027281443,47.864838553,0.0,80.2042797442,160.369782419,71.8113797403,64.0888427151,95.8510190912,0.0,144.056410948,0.0,175.982166925,0.0,0.0,0.0,0.0,0.0,48.0043227073,47.9640039762,896.938442836,48.0332933305,0.0,167.901133653,48.3000238474,191.894908506,71.7214452694,0.0,167.864890851,0.0,0.0,48.2539274794,0.0,191.857073688,0.0,1042.44243774,0.0,0.0,0.0,0.0,0.0,559.882131479,0.0,48.0215169168,1310.99633938,0.0,0.0,671.650189902,0.0,160.515499525,0.0,0.0,95.999154237,47.9753870094,0.0,48.0477917589,176.122544538,95.9325556224,0.0,47.8793035994,48.1372838853,47.8793035994,0.0,95.9325556224,119.995520671,0.0,64.0163456588,207.845667768,0.0,72.1334080757,0.0,47.9688884565,47.864838553,0.0
2011-12-25,0.9023354565,0.0,0.0,0.0,0.0,52.6529389307,0.0,52.4305515564,1220.73505947,52.6847437866,130.569565093,191.632968308,191.632968308,78.1035471446,1079.95729466,78.2629782736,0.0,52.2593550772,173.873286064,51.7467858886,0.0,0.0,104.396396402,0.0,0.0,0.0,105.083847396,520.987169917,86.9683527203,52.6053035818,130.569565093,0.0,0.0,0.0,51.8092254493,156.834271796,7079.94602192,0.0,87.104847181,51.7779868448,121.761625949,52.0683743722,121.709482198,78.4128079886,0.0,52.311270803,139.489702739,103.980293292,52.4938832043,138.985588828,0.0,78.3180637559,0.0,86.9891204632,51.8405017701,0.0,0.0,69.5504265808,0.0,52.2436048367,104.298272823,679.119834013,52.0558777812,0.0,51.9539410086,52.6688365572,225.890929657,52.241306775,0.0,104.396396402,51.7779868448,0.0,52.8603595992,52.336118584,226.342895693,51.8604193317,1063.72756427,0.0,0.0,0.0,0.0,0.0,382.702735012,0.0,86.9683527203,1442.70360784,0.0,0.0,765.095964445,52.1311262545,331.369961309,78.2472517634,0.0,104.708389825,105.147189076,0.0,52.1311262545,78.7052938658,52.3836536599,0.0,52.2480928985,52.2886697004,52.2480928985,51.7779868448,52.3836536599,104.443751474,52.241306775,139.116492608,104.333434312,0.0,157.911152695,0.0,77.9153501214,52.4384106891,0.0
2012-01-01,0.9708737864,0.0,0.0,0.0,46.6867128693,46.7181635113,0.0,70.3756333418,1032.28647861,70.3373394673,70.2627542547,62.4518119656,62.4518119656,93.747216193,827.876259683,141.181598175,0.0,46.9009917351,124.724537066,0.0,0.0,0.0,109.192782738,0.0,0.0,46.8020614897,0.0,591.808639354,46.7648270705,46.8452685511,70.2627542547,0.0,0.0,0.0,47.074724683,109.320234115,7473.13911957,0.0,70.4890968162,0.0,109.206837238,0.0,140.473200544,94.1210654499,46.5777422204,93.9900187046,156.376995512,46.5637465045,93.4824120402,186.946079456,0.0,46.6461166769,0.0,93.6186663596,0.0,0.0,0.0,139.924359421,46.7886921398,46.7008176164,140.284604547,702.834522885,46.6726166396,46.8028234271,140.505914025,0.0,202.581302584,93.6186960504,0.0,109.192782738,46.6022629817,0.0,0.0,0.0,202.990935386,46.6163167401,1250.89310328,0.0,46.5461325836,0.0,46.8162307834,46.6867128693,702.071720591,46.8020614897,46.7648270705,1480.87037992,93.3800231197,0.0,514.552166027,0.0,250.506125554,47.0463493215,0.0,70.5173383383,46.7322522217,0.0,0.0,109.202309714,46.9161817642,0.0,46.9666264062,0.0,46.9666264062,0.0,46.9161817642,109.338932004,70.0465944523,187.284469516,109.164540411,0.0,93.2992266241,0.0,46.6478471906,47.074724683,0.0
2012-01-08,0.7330980179,0.0,0.0,0.0,0.0,0.0,0.0,67.3564064076,1078.6418289,44.8200846347,74.7631588154,119.676971884,119.676971884,89.9356830423,778.329487253,104.576200642,44.7930275356,67.337005152,164.283885503,0.0,0.0,0.0,89.8534681117,0.0,0.0,89.6051167228,0.0,298.552200135,44.7318573302,0.0,74.7631588154,44.9674040022,0.0,0.0,0.0,44.9267340558,8324.31427094,0.0,134.637659807,0.0,89.8263875005,44.737792377,134.606240866,45.0489651945,0.0,44.9411027394,269.65481084,44.7985019469,44.9809770188,164.162574912,0.0,74.7044201293,44.8052091829,59.8022833218,0.0,0.0,0.0,44.7525030837,0.0,44.7586134684,74.6773745654,703.302760276,44.7795112328,74.8397243772,0.0,0.0,224.050461027,89.7464813596,0.0,89.8534681117,44.9267340558,0.0,0.0,44.8259282994,239.512790952,0.0,1003.53502049,44.6851250303,0.0,0.0,0.0,0.0,508.07363577,89.6051167228,44.7318573302,1478.78823785,0.0,0.0,732.006516403,0.0,299.685153532,44.8235212979,0.0,89.9453046824,134.496698494,0.0,44.9945582317,134.943539011,45.0086842473,0.0,44.8532263783,44.9674040022,44.8532263783,44.9267340558,45.0086842473,223.897556164,89.4780224453,209.283215422,74.7179443369,0.0,0.0,0.0,44.6985844053,0.0,0.0
2012-01-15,1.2210526316,0.0,0.0,0.00377358490566,44.1059687922,0.0,0.0,0.0,1122.26912218,44.1976677477,44.1759193879,103.225248387,103.225248387,89.0182190244,796.157292511,44.1999429642,44.2910790901,58.9159655781,88.3160851912,0.0,0.0,0.0,88.387175252,0.0,0.0,73.7005867058,44.0129742797,323.421422984,73.6428134674,44.4821995307,44.1759193879,44.0306282727,0.0,44.0660659254,0.0,132.92087,9191.39140111,44.2959885693,44.2075228057,0.0,73.6425970923,44.2814071765,88.6290628538,44.3511935995,44.3011828117,44.1967683145,206.730969082,0.0,89.0182190244,147.045878828,44.0793588563,0.0,0.0,235.716866544,0.0,0.0,0.0,44.1234020505,0.0,44.2208785528,58.889227742,516.142914008,44.1941751237,88.8837910283,88.3452688081,44.2208785528,117.734258384,73.6961501653,0.0,88.387175252,44.0262351939,0.0,88.5594391568,0.0,456.806453001,43.946789356,989.260841202,0.0,88.7765406017,0.0,0.0,44.2075228057,427.155576267,73.7005867058,73.6428134674,1369.44812375,0.0,0.0,544.774130094,0.0,110.817434436,44.1142579897,0.0,88.7828793981,44.1802267729,0.0,44.1059687922,88.1670389872,0.0,0.0,44.4687567384,44.3177321036,44.4687567384,44.1275574343,0.0,66.4466561742,44.0527810095,132.558514475,132.118512304,0.0,88.185319619,0.0,0.0,44.2600143944,0.0
