Week,SC,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,contagious flu,flu care,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,symptoms of flu,cold,type b flu,flu children,treatment for flu,cough and fever,flu shots,high fever,symptoms of rsv,flu cold,flu remedies,do i have the flu,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,robitussin,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,is the flu contagious,flu contagious period,rsv,tussionex,pneumonia,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,rsv infant,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv
2011-08-21,0.0569908815,0.0,0.00173291454565,0.00552366511426,0.0,0.0,0.0,853.752328008,0.0,75.0980757285,0.0,0.0,75.3821984359,628.065074841,0.0,0.0,0.0,0.0,75.1433974398,0.0,0.0,0.0,0.0,0.0,75.0980757285,0.0,151.565680749,0.0,75.6915632409,0.0,75.0980757285,0.0,0.0,0.0,75.2342051709,4859.84597206,0.0,0.0,0.0,0.0,113.540023038,100.441323692,0.0,75.3286429497,0.0,0.0,0.0,150.87811662,0.0,75.331282521,0.0,75.6249994846,0.0,113.574491084,0.0,0.0,0.0,0.0,0.0,75.4766183701,0.0,0.0,0.0,0.0,0.0,125.472294555,0.0,0.0,0.0,0.0,0.0,0.0,227.898170012,75.4616883167,452.736781627,0.0,0.0,0.0,326.674460738,75.0980757285,75.6915632409,1157.11617983,0.0,125.457302387,125.78301773,100.365751655,100.539856183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.661249319,75.8972468367,151.151185722,0.0,75.9201695932,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-28,0.0735699834,0.000100867460157,0.00262255396409,0.00605204760944,0.0,0.0,0.0,884.094473672,73.9056086785,146.457798585,0.0,0.0,0.0,811.237164621,0.0,0.0,0.0,0.0,146.678967112,73.8832941831,73.5105553327,74.3324388476,0.0,0.0,0.0,0.0,221.384608016,0.0,0.0,0.0,146.457798585,0.0,0.0,0.0,147.588341577,5370.91971309,0.0,0.0,0.0,0.0,73.8164314734,74.1758081818,0.0,73.9639192791,0.0,0.0,0.0,417.940847073,0.0,0.0,0.0,147.520445041,0.0,73.7941707884,0.0,0.0,73.6608881199,0.0,73.5437177057,0.0,110.737446253,0.0,0.0,73.1406717031,0.0,147.309001551,73.6608881199,0.0,73.8387055928,73.5105553327,73.118648014,0.0,296.563257122,0.0,713.531229412,0.0,0.0,0.0,245.570398649,0.0,0.0,1280.49253134,74.0866009561,147.446574029,0.0,73.7941707884,122.943757157,0.0,0.0,73.2509894583,0.0,0.0,0.0,148.530460988,0.0,73.7052621489,0.0,111.199812913,0.0,172.32761397,0.0,73.9056086785,0.0,0.0,73.5393791806,0.0,0.0,0.0
2011-09-04,0.083039236,0.0,0.0013037809648,0.00586701434159,75.2882175385,0.0,0.0,892.679217411,0.0,74.4387105006,0.0,0.0,74.0260311526,918.202858955,0.0,74.3040610393,0.0,0.0,149.259024032,0.0,74.4162350445,0.0,0.0,0.0,0.0,0.0,225.864652615,0.0,74.2145650308,0.0,74.4387105006,0.0,0.0,0.0,150.531039709,5150.32008577,0.0,75.2882175385,0.0,74.5227703501,149.154276407,150.485671704,0.0,75.3336540005,0.0,0.0,0.0,299.431781194,0.0,73.7050750452,0.0,75.5387985953,0.0,74.6072202748,0.0,0.0,0.0,0.0,74.5451560308,75.3109289163,74.6146736682,149.057496503,0.0,74.3040610393,73.8606647694,297.574511386,73.8829455129,0.0,0.0,74.4162350445,0.0,0.0,147.498924646,74.2592860703,595.882435742,0.0,0.0,74.1962933581,372.444506124,0.0,74.2145650308,1292.7607891,147.27718844,99.2713690906,112.133358082,75.1522364111,99.2862813819,0.0,0.0,0.0,0.0,124.070301799,0.0,75.1748658108,0.0,0.0,0.0,198.909681703,0.0,185.59030705,0.0,150.849383298,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-11,0.1469237833,0.0,0.00332258379752,0.00879507475814,0.0,0.0,0.0,880.185728489,0.0,0.0,69.7293252448,69.7293252448,138.997144727,463.60149274,69.5269754201,0.0,69.4343225979,0.0,162.475243123,0.0,69.750378785,69.6872562703,0.0,0.0,0.0,0.0,255.093268261,0.0,69.7368998628,69.3088010747,0.0,0.0,0.0,0.0,69.4972540081,5367.53156256,0.0,0.0,0.0,0.0,208.942110604,69.6107933531,0.0,69.6948136227,69.6948136227,0.0,69.6107933531,162.230669437,0.0,0.0,69.7158503911,92.7583099643,0.0,69.666240813,69.5404137676,0.0,0.0,0.0,69.4909260892,0.0,69.6527781501,0.0,0.0,0.0,69.3715050564,463.071011561,139.558073925,0.0,0.0,69.750378785,0.0,0.0,0.0,69.7017070297,579.666507849,0.0,0.0,69.5060524663,510.385506165,0.0,69.7368998628,1090.97439614,69.5404137676,278.099849759,174.101564401,0.0,138.534122714,0.0,0.0,0.0,0.0,231.67494103,0.0,69.5613533682,0.0,69.3296898032,0.0,139.294570904,0.0,278.400733614,0.0,69.7752413693,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-18,0.1799208348,0.000287521564117,0.00402530189764,0.00852980640215,71.7603266783,0.0,0.0,917.397319028,72.5627905501,73.4071971259,143.174089751,143.174089751,96.696313279,796.959360095,0.0,0.0,73.1149061944,0.0,72.6065822161,0.0,0.0,71.5438551046,0.0,0.0,72.5627905501,0.0,314.251268643,0.0,72.7602701736,71.7386205904,73.4071971259,0.0,0.0,0.0,219.11309255,5544.59466574,0.0,71.5654434737,73.4071971259,0.0,217.796440019,109.320014501,0.0,72.8483843367,0.0,0.0,0.0,314.09862109,0.0,71.6519273933,73.4736690823,253.814420371,0.0,144.16455961,0.0,0.0,73.3850665269,0.0,72.9605754252,109.429934685,286.867710519,108.33041107,0.0,72.3979135938,73.2966774073,579.251685597,71.3931004431,0.0,73.5402615316,0.0,0.0,0.0,72.485469518,73.5624858476,628.153306385,72.6943243094,0.0,72.2241907367,603.912031706,72.5627905501,72.7602701736,1330.62039773,0.0,410.547124501,217.635865582,71.9629021948,96.68885292,0.0,0.0,0.0,0.0,168.995994746,0.0,145.844174924,0.0,0.0,0.0,169.331237321,143.217318642,169.346013335,0.0,0.0,73.5180506402,0.0,0.0,0.0,0.0,0.0
2011-09-25,0.1036090485,9.84736582964e-05,0.00315115706548,0.0118168389956,72.939520339,0.0,0.0,924.874936582,0.0,109.309870823,73.2265968647,73.2265968647,109.463956857,584.749911522,73.7444937157,0.0,73.5666354252,73.7222144125,73.6776961671,0.0,0.0,72.939520339,0.0,0.0,0.0,0.0,316.914035396,0.0,0.0,0.0,109.309870823,0.0,0.0,73.4117117044,73.2622111302,6837.29669869,0.0,145.746494431,0.0,0.0,390.43697833,121.762278341,0.0,146.216171074,0.0,72.8077812896,0.0,316.76014205,0.0,0.0,73.0055688029,109.949796557,0.0,0.0,0.0,0.0,72.9175307338,72.8734128994,72.9615232109,72.6755945453,122.093498828,73.7890927443,0.0,109.794786066,0.0,778.829921428,97.5319803122,0.0,72.9502869159,0.0,0.0,0.0,73.2181905225,73.3071129122,828.760264256,0.0,0.0,73.384261183,585.157671408,0.0,0.0,1293.48667297,0.0,511.397791896,195.144943402,73.1965705527,73.1176693788,0.0,0.0,0.0,0.0,267.953424117,0.0,109.211086906,0.0,147.0003191,0.0,183.266112394,0.0,170.73065803,0.0,146.408929703,73.1298159058,0.0,0.0,0.0,0.0,0.0
2011-10-02,0.2635393332,0.000291715285881,0.00330610657332,0.0103072734345,0.0,0.0,0.0,640.401174046,0.0,111.345338994,74.0819691149,74.0819691149,222.731072556,665.307243237,111.177855873,0.0,110.999753709,0.0,73.9563708892,0.0,0.0,74.1667550845,0.0,0.0,111.13283318,74.2242281526,443.902283343,74.2018444891,0.0,0.0,111.345338994,73.9087569085,0.0,0.0,147.426125727,6250.67855696,0.0,73.5796857894,74.2466253246,0.0,419.65070874,74.0646825559,0.0,111.078271901,0.0,73.975501722,74.1892125765,331.829182673,0.0,74.3363493432,0.0,123.249095657,0.0,185.658255739,0.0,0.0,73.8673473518,74.2212675085,73.5131780891,222.203476513,111.334262535,0.0,73.4689063769,98.4906363629,0.0,960.207765265,98.6691019902,0.0,74.2436908522,0.0,0.0,0.0,147.823974116,74.2661277488,690.452569797,0.0,0.0,73.9532400604,443.860921769,111.13283318,0.0,1629.01128733,0.0,468.074292391,197.345759238,0.0,74.2914602433,0.0,0.0,0.0,0.0,271.010669406,74.0870113719,110.665255647,0.0,0.0,74.0870113719,295.959624434,0.0,123.241590471,0.0,0.0,74.2212675085,74.2212675085,74.2690360175,0.0,0.0,0.0
2011-10-09,0.2788104089,0.000364896916621,0.00556467797847,0.0112205801861,0.0,0.0,0.0,918.240936109,71.0584538673,141.986668561,141.900953699,141.900953699,141.431365705,754.299030801,0.0,0.0,117.997984142,105.927033117,106.09749016,0.0,0.0,70.9076711319,0.0,0.0,70.5504980014,0.0,400.881134577,0.0,70.4301055527,71.0584538673,141.986668561,0.0,0.0,0.0,117.898299512,5858.54797484,0.0,70.7403599519,0.0,105.639938503,330.604241885,71.0156217673,0.0,188.061015252,70.5508547695,0.0,0.0,235.754177116,0.0,71.1227989809,0.0,141.409993563,0.0,118.047929899,0.0,0.0,70.7582570145,0.0,94.3086513384,71.0798892983,165.26999101,71.0792046574,0.0,70.8649170341,0.0,1059.60727747,70.7333983024,0.0,71.0580075497,0.0,70.9514703474,71.1657605025,70.1332005609,70.8222144628,919.796700313,0.0,0.0,0.0,613.234306718,70.5504980014,70.4301055527,1038.22979648,0.0,188.390283799,212.342529829,70.9301122889,105.958941911,71.1013376656,0.0,0.0,0.0,211.986688379,0.0,0.0,0.0,0.0,0.0,71.0362435183,0.0,283.161298148,0.0,106.290336791,94.3016724127,0.0,0.0,0.0,0.0,0.0
2011-10-16,0.1519525908,0.00027808676307,0.00250278086763,0.00713756025213,0.0,0.0,0.0,927.005508929,75.7938048339,151.294237767,76.092115298,76.092115298,175.514798679,677.175349915,0.0,0.0,76.0000776623,113.535081715,75.9082624069,0.0,0.0,75.7938048339,0.0,0.0,0.0,0.0,351.323743692,74.353764637,75.0404601341,0.0,151.294237767,0.0,0.0,75.6699385272,100.38364534,6711.19217793,0.0,0.0,0.0,0.0,100.444318616,187.588003155,0.0,73.8858506252,0.0,0.0,0.0,351.271468682,0.0,0.0,74.488544875,200.813478557,0.0,200.934069943,0.0,74.2194712631,0.0,75.9082624069,74.3986371563,75.1762491086,75.8300623391,0.0,0.0,100.21734571,0.0,701.400803255,112.447196103,0.0,0.0,0.0,0.0,0.0,112.713897387,150.338031835,978.37255434,0.0,0.0,75.812676836,426.638620088,0.0,75.0404601341,1356.53387901,0.0,351.044267967,225.952555752,112.464737356,225.427261278,0.0,75.7252958208,0.0,0.0,200.547890526,0.0,75.6015208613,74.2418197941,74.264181788,0.0,75.3502257674,0.0,251.00865384,0.0,76.0599897567,100.345907673,0.0,0.0,0.0,0.0,0.0
2011-10-23,0.2603827627,0.0,0.00318594323228,0.00714423633906,0.0,0.0,0.0,872.874227834,0.0,73.0436301748,73.1079552501,73.1079552501,72.9097499275,606.815438087,0.0,0.0,72.9115042233,0.0,121.530087424,0.0,72.7522139118,0.0,72.9115042233,0.0,72.6414010532,72.9513326701,267.059822477,0.0,109.430298293,109.144728573,73.0436301748,0.0,72.9995350162,0.0,72.871174424,6349.62324933,72.8895296892,72.9293328714,0.0,72.5102004493,194.416108998,218.673340895,0.0,109.364783469,0.0,72.6633139947,0.0,267.016343615,0.0,72.9953721103,73.0656977368,109.452565301,0.0,292.021291304,0.0,0.0,145.814692675,72.5320342946,72.9775073955,72.7541091534,145.977257435,72.9742120973,72.9513326701,97.0103260277,0.0,703.182328701,72.6633139947,0.0,72.8200954861,72.7522139118,145.458264428,0.0,121.391170659,73.0836106986,923.069792711,0.0,0.0,72.9775073955,607.383194639,72.6414010532,109.430298293,1239.55248409,72.8017638497,194.167047509,316.049526417,145.595224444,72.5320342946,0.0,0.0,73.0215759387,0.0,242.569598998,0.0,72.823685489,72.823685489,0.0,0.0,194.46729501,72.8195326111,182.319791447,0.0,73.0378671596,0.0,0.0,0.0,72.8895296892,72.9995350162,0.0
2011-10-30,0.403278262,0.000287576687117,0.00287576687117,0.00843558282209,0.0,0.0,0.0,958.491431917,0.0,0.0,73.8885736633,73.8885736633,123.064367498,762.458017734,0.0,0.0,73.8760337517,73.1796177944,184.723131833,0.0,73.135427204,0.0,0.0,0.0,73.4544068426,0.0,369.17766664,0.0,74.6314496006,147.643573527,0.0,0.0,0.0,0.0,73.0472059408,6830.34883683,0.0,73.8885736633,0.0,0.0,146.975284921,98.3164097576,0.0,73.3788922459,0.0,0.0,73.1575158259,319.8086114,73.0031750752,0.0,74.608922752,98.4279108692,0.0,110.948117044,0.0,72.915272396,73.4434996367,0.0,74.1912162293,147.530259478,148.5168642,73.2460039007,74.5639098272,74.4516147823,0.0,639.163924474,0.0,0.0,0.0,73.135427204,0.0,0.0,220.19763012,147.955622142,885.997505663,0.0,0.0,73.6545655691,590.850804573,73.4544068426,74.6314496006,1551.79703023,0.0,294.957143297,270.988365859,146.094411882,110.131977136,0.0,0.0,0.0,0.0,110.198241429,0.0,72.9372282143,73.8440356442,0.0,0.0,184.723192495,146.270854408,172.412049692,0.0,74.6765441321,149.307980113,74.6539900566,74.8574685274,0.0,0.0,0.0
2011-11-06,0.371081254,0.000375869197519,0.00338282277767,0.00761135124977,72.1158469074,0.0,0.0,1200.17034989,108.256654785,143.709745586,0.0,0.0,71.8164411377,1129.07038803,0.0,71.8859693802,108.373047745,72.0379940889,216.876559022,0.0,0.0,71.8765484712,0.0,0.0,71.8704153789,143.883308081,432.527529566,0.0,108.496650015,144.250308793,143.709745586,0.0,0.0,0.0,108.285687695,6620.92447895,0.0,72.09757124,0.0,72.5338771396,168.375430155,179.48671459,0.0,144.081863373,71.821012179,0.0,71.72509277,168.266605919,0.0,0.0,72.5557708544,240.546473707,0.0,120.283756408,0.0,0.0,71.8597433791,0.0,71.8704545839,72.1168131358,108.493056746,72.4901293247,0.0,71.8859693802,0.0,600.062802219,120.196659271,0.0,0.0,0.0,0.0,0.0,144.34131484,72.6434780419,985.412280696,0.0,0.0,72.1813869076,504.772592151,71.8704153789,108.496650015,1299.19611518,0.0,456.08521842,144.28241863,143.815295799,144.200995983,0.0,0.0,0.0,71.9076478994,168.070795673,0.0,0.0,95.9877513061,144.936550401,0.0,107.995626837,72.0068776615,108.354999274,0.0,72.6215313718,0.0,0.0,71.8982372305,0.0,0.0,0.0
2011-11-13,0.3392130258,0.000181950509461,0.002365356623,0.00773289665211,0.0,0.0,0.0,1436.64461855,71.9180664475,71.9315699962,71.9457225388,71.9457225388,143.830047895,1006.68505637,0.0,0.0,71.9348824479,72.0319688083,71.9782886332,0.0,71.9674354563,0.0,0.0,0.0,0.0,0.0,383.632483446,0.0,0.0,0.0,71.9315699962,0.0,0.0,0.0,95.9226227046,6941.94081251,0.0,0.0,0.0,0.0,143.869712528,143.735719206,0.0,168.136544698,0.0,0.0,0.0,287.522357979,0.0,0.0,72.0115740766,119.938134073,0.0,192.062725758,0.0,0.0,144.063937617,0.0,71.9397611885,107.730483213,108.071312842,144.153801145,0.0,143.662836349,0.0,526.761673837,72.0484315226,0.0,0.0,71.9674354563,0.0,0.0,180.010052109,0.0,1126.81166077,71.9614690223,0.0,72.2720026334,432.330976087,0.0,0.0,1799.65319059,0.0,287.507929912,336.088202962,71.8347358998,95.9081905525,71.9614690223,0.0,0.0,0.0,239.593295286,0.0,71.8097887202,71.7914163385,0.0,0.0,240.056358396,0.0,143.938495791,0.0,72.1930607489,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-20,0.1984914649,0.0,0.0030508024937,0.00769332802759,0.0,0.0,0.0,772.060276254,79.5674130354,79.5891165555,0.0,0.0,80.020288773,585.882142137,0.0,0.0,79.6394632132,79.6635089448,80.2233621548,0.0,0.0,79.5914152716,0.0,0.0,0.0,0.0,239.834155887,80.0683629281,0.0,0.0,79.5891165555,0.0,80.6975743224,0.0,133.355689433,6220.74191673,0.0,79.5674130354,0.0,0.0,0.0,79.4932549015,0.0,79.8805757267,79.304340735,0.0,0.0,160.38631342,80.5759685745,0.0,79.3998018734,119.60062528,0.0,120.187117613,0.0,0.0,80.4789475407,0.0,80.1507508718,160.957895081,199.357744794,0.0,0.0,120.099324578,0.0,266.116822362,80.4789475407,80.8929088442,79.755141584,0.0,0.0,0.0,266.17306516,0.0,905.905412896,0.0,0.0,0.0,453.622635259,0.0,0.0,1280.25536934,79.5868310651,319.300140653,159.991535226,241.8737006,133.275233244,0.0,0.0,0.0,0.0,106.486814136,0.0,158.98194438,80.5031808883,0.0,0.0,323.180494083,80.721939532,79.9797265621,0.0,160.003360598,79.5914152716,0.0,0.0,0.0,80.6975743224,79.4237030781
2011-11-27,0.3726873419,0.000473529690312,0.00331470783218,0.0108911828772,0.0,0.0,69.1240729484,851.377481525,69.2962402501,68.818615328,0.0,0.0,115.21078327,529.525565412,0.0,0.0,103.498066994,0.0,69.4008857352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.544467916,68.7771333417,138.011810358,68.756411096,68.818615328,0.0,0.0,0.0,69.2205049666,8215.29713778,0.0,0.0,69.2518311898,0.0,92.2144414441,184.039829117,0.0,172.452520476,0.0,0.0,69.2544703644,253.140096138,0.0,69.3589896375,138.134267543,115.238843043,0.0,138.066829511,0.0,0.0,68.9017295977,0.0,103.446087146,69.0167041498,115.391671373,0.0,0.0,68.8983307805,0.0,322.038554044,69.1000493575,0.0,137.678750183,0.0,0.0,0.0,253.223437702,103.466930561,1359.06628589,69.338060552,0.0,69.2075057462,645.010181271,0.0,138.011810358,1452.91645011,0.0,161.043570445,161.404993785,68.9190864618,69.0999906767,0.0,0.0,0.0,0.0,69.0513413303,0.0,68.9838044202,68.7771333417,69.0824319406,0.0,230.615938544,69.2492977182,276.685134262,0.0,0.0,69.2102956453,0.0,0.0,0.0,0.0,68.6943192136
2011-12-04,0.5019671686,0.00037488284911,0.00328022492971,0.00899718837863,69.2588102044,69.0961783812,0.0,962.898566951,0.0,0.0,68.9686875726,68.9686875726,103.278775374,802.953912462,0.0,0.0,68.9084737011,0.0,68.9999061178,68.8876805587,0.0,0.0,0.0,0.0,137.165142206,68.6860138949,252.506517523,0.0,0.0,68.6653003804,0.0,0.0,0.0,0.0,103.174983863,7358.15046327,0.0,68.8461318973,0.0,68.7067399099,172.356151128,103.323174495,0.0,114.731637325,0.0,68.8668999613,68.7217860842,389.840479045,0.0,68.7011054383,68.7274784369,160.767309222,0.0,114.938599409,0.0,0.0,0.0,68.948061291,114.730393633,103.219446783,172.781377098,0.0,0.0,103.207820996,0.0,252.133206763,91.7609720401,0.0,68.7897692029,0.0,68.9292793996,0.0,275.573822497,68.8698405842,986.773844079,0.0,0.0,0.0,458.70327193,137.165142206,0.0,1608.40402619,0.0,458.776876652,276.301087288,274.804421753,91.7678113066,68.6391381153,0.0,0.0,0.0,91.7193354823,137.858558799,0.0,68.925133311,0.0,137.858558799,160.815131925,69.0520208647,160.711562342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-11,0.3436426117,0.000770490224405,0.00385245112203,0.00924588269286,0.0,0.0,0.0,1092.95981462,72.169363738,107.514717282,71.608651863,71.608651863,118.899663997,689.787258489,70.6937433744,0.0,71.1516359612,0.0,119.078805304,71.2681437666,70.7363299668,72.0822815495,0.0,0.0,0.0,0.0,261.737813091,0.0,71.4189986218,71.7163880422,107.514717282,0.0,0.0,0.0,106.652289236,7247.46208698,0.0,0.0,0.0,0.0,178.837726769,70.7789678993,0.0,214.516465434,0.0,0.0,0.0,190.286559151,0.0,70.8857879535,0.0,214.291075716,0.0,95.3553959916,0.0,0.0,70.8003061471,71.0229966902,107.207480428,71.9303923349,142.853072421,72.256656588,70.8430212639,95.0321224598,71.2251593614,166.275829536,107.417539191,0.0,72.1040323888,70.7363299668,0.0,0.0,309.250938255,71.4790037432,1213.71637318,0.0,0.0,70.6724693018,475.951361772,0.0,71.4189986218,1381.09860748,71.0110127608,380.286560647,142.946959461,107.385168196,142.235849709,0.0,0.0,0.0,0.0,71.6296304125,0.0,71.9520515918,0.0,0.0,0.0,215.213428413,71.3758321071,142.838871584,0.0,0.0,71.4144269698,71.2466450807,71.6944699191,0.0,0.0,71.9520515918
2011-12-18,0.3405448718,0.000449034575662,0.00336775931747,0.0101032779524,0.0,0.0,0.0,853.175067759,0.0,0.0,77.7588500493,77.7588500493,232.916315314,620.959560112,0.0,0.0,77.8425577884,156.014359024,77.9600737271,77.570970013,155.920147454,77.6285205918,0.0,0.0,77.6051103022,0.0,336.500578842,0.0,77.5475488264,0.0,0.0,0.0,0.0,0.0,155.611615034,7105.60991984,0.0,0.0,77.6051103022,77.46494454,103.693971735,0.0,77.5007488572,0.0,0.0,0.0,116.130830793,103.451786083,0.0,77.5241417787,77.6571739034,207.396303103,0.0,77.6988362808,0.0,0.0,116.626711549,77.5296604663,77.9130247991,232.639470908,194.57138168,0.0,0.0,154.778966152,0.0,103.397117562,155.188810703,0.0,0.0,155.920147454,0.0,0.0,206.942641011,0.0,931.75989508,0.0,0.0,0.0,413.754823258,77.6051103022,77.5475488264,1528.84081444,0.0,232.885375403,116.58736933,116.060893506,77.7298020521,77.4363280919,0.0,0.0,0.0,233.457291306,0.0,0.0,77.558332056,0.0,0.0,207.293738719,0.0,155.446988691,0.0,77.7884961821,77.5997172609,0.0,77.6519450096,0.0,0.0,77.5297380254
2011-12-25,0.8562832678,0.000373459479646,0.00410805427611,0.0107058384165,77.0489005288,0.0,0.0,590.982085283,154.710185484,76.9092770304,128.733466458,128.733466458,459.650931855,617.044204676,0.0,0.0,154.239424931,76.9325124616,154.83391917,0.0,77.3784276115,76.8164754895,0.0,0.0,77.3061468035,0.0,463.225236222,0.0,77.5656146151,77.3503970857,76.9092770304,77.1410275898,0.0,0.0,0.0,7320.58194463,0.0,0.0,0.0,0.0,0.0,76.7701586517,0.0,128.680587999,0.0,0.0,77.2153785467,205.666102841,0.0,0.0,231.576425699,231.706798753,0.0,206.054337634,0.0,0.0,77.448516767,0.0,102.894942787,128.430869071,257.668906024,77.3503970857,77.3737305388,154.337838467,0.0,154.121661866,154.810599155,0.0,154.756855223,77.3784276115,77.448516767,0.0,437.318173204,77.2275914768,1492.1141359,0.0,0.0,154.543095635,411.728868083,77.3061468035,77.5656146151,1725.30429448,0.0,282.637956944,180.324917301,77.1921418995,0.0,0.0,0.0,0.0,0.0,76.7470211717,0.0,77.2339406011,0.0,0.0,0.0,257.583094638,0.0,205.836796588,0.0,77.6339430352,77.3784276115,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.4464285714,0.000312858483679,0.00344144332047,0.00771717593075,0.0,0.0,0.0,597.335791718,0.0,138.33161424,68.7265823928,68.7265823928,91.9118339046,735.313261236,0.0,0.0,92.0642313888,69.2493407033,161.150457588,0.0,103.433694638,68.6851183914,0.0,0.0,68.9405814274,69.1184218186,299.031473997,68.664405147,138.027071644,69.1032890658,138.33161424,0.0,0.0,0.0,68.9766541222,7994.22715944,0.0,69.1658071198,0.0,68.8285459161,68.6851183914,114.868655487,69.1392783128,172.611111298,68.7587546751,0.0,0.0,229.74436786,68.6230161144,0.0,68.9892774407,160.96362642,0.0,184.184217074,69.1392783128,0.0,69.1630010448,0.0,69.110859176,183.698616901,138.430537994,0.0,0.0,69.0143278098,0.0,183.677834779,103.781024824,0.0,69.1866716167,103.433694638,0.0,0.0,298.796347185,137.204680607,1264.86628065,0.0,69.228438397,0.0,736.031975814,68.9405814274,138.027071644,1289.76257721,0.0,321.649470244,115.139516368,68.9964309216,138.278556626,0.0,0.0,0.0,0.0,138.373343233,69.0767465567,0.0,68.5610260366,0.0,69.0767465567,138.35723302,69.152756418,230.153769988,0.0,69.5433039446,69.1866716167,69.1866716167,69.3905415895,0.0,0.0,0.0
2012-01-08,0.4038655705,0.000377786173026,0.003683415187,0.00953910086891,66.0017854817,0.0,0.0,829.615195855,65.7021612737,65.7325351097,65.762937042,65.762937042,174.695677646,633.686445943,0.0,65.2420757471,65.8517418359,65.3800499255,164.519903185,0.0,0.0,65.7827750321,0.0,0.0,65.4318983983,65.2814374821,371.696475153,65.7219809302,0.0,65.7034947971,65.7325351097,0.0,0.0,0.0,131.22236292,6811.93811493,0.0,65.762937042,0.0,0.0,65.2814374821,65.2420757471,0.0,162.898640878,0.0,0.0,131.288319826,262.41199139,65.2224126743,98.1884521277,98.3404665182,131.203024208,65.7034947971,196.85674847,0.0,65.6823535676,65.842360879,65.6639262967,98.2613351652,65.5024895471,131.31491874,65.9219767931,65.1438787638,87.2949993473,0.0,240.112146502,131.642517694,0.0,65.821258847,0.0,0.0,0.0,502.28682305,65.520882542,1245.91085002,0.0,0.0,65.3011361657,612.504287754,65.4318983983,0.0,1662.88251167,0.0,327.795725173,163.808506777,65.6039402137,131.47509214,65.1634945057,0.0,66.0417623354,0.0,65.4121870185,0.0,65.6032420306,65.7232969353,0.0,0.0,109.403632767,0.0,174.899759523,65.4393605241,65.3603036102,0.0,0.0,65.9807288866,0.0,0.0,130.326989011
2012-01-15,0.7845503923,0.000380879832413,0.00314225861741,0.00780803656446,66.2342315628,65.9814542382,0.0,924.339263947,65.9814542382,0.0,132.807644306,132.807644306,242.482790903,815.230185158,99.3233695824,0.0,99.1315430204,99.2234087551,264.704057193,66.0343696691,65.9019585102,0.0,0.0,0.0,66.1587092278,0.0,220.400474953,0.0,66.2089116221,197.804671061,0.0,0.0,0.0,0.0,132.517281657,6535.69269951,0.0,66.3837847897,0.0,66.0212740658,66.1810351645,99.1733217716,65.9262399739,132.286990597,66.2638140943,0.0,65.9416824153,396.471544151,0.0,0.0,65.8555224446,198.312462744,0.0,132.505632026,0.0,0.0,65.9615623316,66.4640068861,66.001358146,132.159302142,198.491695716,132.308283605,66.2239201664,132.647490379,88.095142881,197.99353562,66.1010580828,65.9019585102,0.0,65.9019585102,0.0,0.0,440.961645996,66.121034226,815.5900602,66.1141695116,0.0,0.0,375.229476726,66.1587092278,66.2089116221,1699.21718349,0.0,220.101916024,154.307814675,131.98683963,110.177098491,66.243861124,0.0,66.001358146,0.0,65.8821144998,132.344191122,98.8925456008,0.0,0.0,132.344191122,154.460699544,66.4238716162,154.214833555,65.8622824365,110.450298034,99.0517268686,66.081094006,0.0,0.0,0.0,99.203510414
