Week,ID,athena_flu,athena_ILI,athena_viral,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,how long contagious,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,cold and flu,fever flu,symptoms of flu,cold,flu shots,high fever,body temperature,symptoms of bronchitis,robitussin,influenza symptoms,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,how long does the flu last,flu shot,rsv infection,symptoms of influenza,what is influenza,rsv,pneumonia,bronchitis,cough fever,sinus,the flu,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,a influenza,human temperature,influenza a,influenza b,flu medicine,cold symptoms,symptoms of the flu,what is rsv
2012-01-15,1.758658009,,,,969.458123741,0.0,183.330217896,183.330217896,180.096109456,602.667852968,0.0,181.887683843,0.0,0.0,0.0,0.0,454.006503329,0.0,0.0,183.330217896,6271.53522251,180.57172359,182.162754528,362.66380231,0.0,182.997897259,0.0,182.721882331,180.680632953,0.0,183.274747331,241.4415158,0.0,180.041699755,0.0,0.0,0.0,302.674656169,1024.18013557,361.516891137,0.0,903.575281549,361.020150445,181.7548654,0.0,0.0,0.0,180.150552053,0.0,0.0,0.0,0.0,0.0,301.834861494,0.0,0.0
2012-01-22,2.009456265,,,,916.140338283,0.0,0.0,0.0,182.571053277,486.352911738,0.0,182.807773644,0.0,0.0,182.501139629,0.0,273.600797499,274.960516591,0.0,183.122794145,6868.49092558,365.394898194,183.017349036,456.369715322,0.0,274.323676101,182.575344852,182.874014732,0.0,0.0,183.194961061,365.737184061,0.0,0.0,0.0,182.79611315,182.697449097,366.983514655,911.252428844,546.345597519,182.501139629,1275.17927106,425.867679026,0.0,0.0,0.0,0.0,183.178151701,0.0,183.344425364,0.0,0.0,0.0,182.296427746,0.0,0.0
2012-01-29,2.386634845,,,,842.890171394,180.111888988,179.887844351,179.887844351,0.0,539.160796596,181.288841878,180.152164155,0.0,0.0,0.0,0.0,420.118825107,0.0,180.111888988,0.0,5452.06630649,179.921243493,180.984101526,270.813738239,0.0,179.45385679,180.492445349,300.590576137,0.0,0.0,180.323936095,359.673125513,0.0,361.312067336,0.0,180.819918791,0.0,722.50917144,1556.56222919,359.079410893,0.0,1376.83256354,419.505892034,180.051131351,179.812726459,179.758517015,0.0,180.765257388,0.0,0.0,0.0,0.0,180.520436251,179.538546642,0.0,0.0
2012-02-05,1.97495183,,,,1025.42870204,181.712450026,179.730595987,179.730595987,180.348955096,660.457948311,0.0,181.876796529,0.0,180.823170561,181.98652612,0.0,601.460032896,179.350615869,181.712450026,0.0,8343.90605031,179.188258643,0.0,538.865598133,0.0,358.80960069,358.160367396,181.372385026,179.624401401,179.841339084,179.676214566,420.565854989,179.296464113,0.0,0.0,182.426771723,0.0,634.448654511,1561.21474887,599.882927487,181.98652612,1618.76074651,299.906906704,180.222243585,181.82198134,0.0,0.0,0.0,181.548400267,0.0,181.548400267,0.0,0.0,269.19140163,0.0,0.0
2012-02-12,3.413607669,0.0,0.0,0.0,1460.9080161,0.0,182.378776392,182.378776392,0.0,848.498920954,184.659765528,0.0,0.0,0.0,0.0,0.0,607.287050436,0.0,0.0,0.0,7269.57757115,0.0,549.561102849,364.372017903,365.268534262,271.922343589,182.689393683,366.422907282,0.0,0.0,181.857927278,242.621369497,182.634267131,183.266737725,0.0,0.0,0.0,304.185884869,1211.63329953,605.329180853,0.0,1271.08652227,365.268534262,183.420410653,182.41409321,182.854973194,0.0,0.0,180.329584621,0.0,180.329584621,0.0,0.0,457.403932258,0.0,0.0
2012-02-19,2.320954907,0.0,0.0121951219512,0.0121951219512,1150.90045319,181.651596002,0.0,0.0,271.375795411,904.604100502,365.424346115,179.743830377,0.0,0.0,181.72007076,181.761222795,812.678498355,0.0,181.651596002,364.071739102,7897.43236237,0.0,181.074577346,361.94377562,181.76806355,359.704873842,179.527010316,182.145960794,539.394351744,0.0,182.532331013,271.010932383,0.0,180.807980362,0.0,0.0,0.0,605.333327149,1085.60573922,963.645745878,181.72007076,1084.16561545,602.980124701,182.256185278,0.0,181.994572378,0.0,0.0,181.019789294,182.428788563,181.019789294,0.0,182.421772364,180.833980887,181.98087382,181.761222795
2012-02-26,2.820186599,0.0,0.0,0.0102040816327,1564.36034559,179.89263769,181.993336324,181.993336324,177.98876727,958.156196145,0.0,179.855114985,0.0,0.0,179.946985919,0.0,626.035259498,178.959320985,179.89263769,182.213800693,7126.36626941,178.04241066,360.002733994,452.357781862,178.257307957,180.773699823,0.0,270.516153727,0.0,182.711803792,0.0,179.017631742,0.0,359.459579597,0.0,0.0,0.0,481.090518086,959.405320117,837.47029339,179.946985919,1793.75257957,239.404691726,546.145207159,0.0,178.257307957,0.0,0.0,179.892045029,0.0,179.892045029,179.567236477,180.353339113,179.430373384,179.567236477,0.0
2012-03-04,2.372881356,0.0,0.0,0.0,1367.01148013,185.896291546,186.093326399,186.093326399,371.849221562,1483.7118622,186.407146988,277.871282302,0.0,186.59955727,185.405984092,185.00093737,372.635167306,370.337122587,185.896291546,373.763029793,7112.74626663,0.0,372.411947382,186.204987947,0.0,0.0,0.0,185.965425155,0.0,0.0,185.770426096,745.948049208,0.0,370.00187474,0.0,186.825055224,185.00093737,1179.46537677,1235.21938548,617.885238436,185.405984092,1359.00605835,865.97866904,186.149633003,185.420294477,309.595285374,0.0,0.0,186.994536678,0.0,186.994536678,0.0,0.0,185.252796469,186.825055224,369.555820641
2012-03-11,3.351120598,0.0,0.0,0.0,1216.34235882,180.815994231,362.398157929,362.398157929,0.0,1028.20337854,182.025465764,363.239089572,0.0,0.0,183.148264828,181.509937336,484.790508627,0.0,180.815994231,0.0,6657.80228733,0.0,242.981536237,453.549329631,0.0,182.056352221,183.258828224,367.627307239,180.815994231,0.0,550.773962418,363.528469313,180.76140003,180.65231047,0.0,0.0,181.949162835,667.929861554,1513.07557636,1354.69442897,183.148264828,1693.09763955,452.403140679,0.0,0.0,271.538275366,0.0,362.727510996,454.333262341,0.0,454.333262341,181.674398167,0.0,361.927757119,181.729284692,0.0
2012-03-18,3.555253623,0.0,0.0,0.0,1091.05775871,181.359252763,181.942182706,181.942182706,181.339180594,964.833018913,182.493857002,362.533312235,0.0,0.0,0.0,180.314570647,241.658749777,182.328003754,181.359252763,0.0,7240.87396909,0.0,181.344456359,272.53023548,0.0,181.742444665,181.742444665,242.042350896,181.503238961,182.846255443,182.072186022,180.477948392,0.0,0.0,0.0,0.0,0.0,484.524602202,964.202631825,421.915395648,0.0,1446.82234615,422.699545762,182.107334461,180.834799038,181.221148942,0.0,181.942182706,181.997199998,0.0,181.997199998,0.0,0.0,180.94447629,0.0,0.0
2012-03-25,2.814401623,0.0,0.0,0.0,868.496364015,0.0,0.0,0.0,200.371362163,997.250595516,0.0,298.066663183,0.0,0.0,200.492432473,0.0,399.425735375,200.431879035,0.0,201.324006973,7047.01266212,201.247021976,201.293526454,299.310594431,0.0,0.0,198.761009035,298.457484834,0.0,0.0,197.770335716,402.736802724,0.0,201.247021976,0.0,0.0,197.352595115,467.095060114,797.81379731,597.705101967,200.492432473,1394.57289636,401.255181609,398.634439649,401.405241309,0.0,0.0,0.0,0.0,201.466287639,0.0,0.0,0.0,297.917612855,201.733419612,200.747192601
2012-04-01,3.175429464,0.0,0.0,0.012987012987,884.092748516,188.066899848,0.0,0.0,0.0,565.571933198,0.0,188.289462053,0.0,0.0,0.0,188.175829306,283.34283126,0.0,188.066899848,0.0,6913.83388187,0.0,0.0,377.262370429,189.087850825,0.0,0.0,0.0,0.0,189.205458219,0.0,188.346329906,0.0,0.0,0.0,0.0,0.0,504.602553085,816.263931734,1226.87835459,0.0,1255.59831479,188.407395141,0.0,0.0,0.0,0.0,188.749125603,376.920337455,378.636732434,376.920337455,0.0,0.0,377.208286145,0.0,569.319718256
2012-04-08,2.394859813,0.0,0.0,0.0,1321.00321329,0.0,0.0,0.0,208.406830555,830.605169203,208.416846146,207.535857062,0.0,0.0,0.0,0.0,207.540339037,208.109437676,0.0,0.0,7471.83442489,0.0,208.235221561,207.845137775,208.092396592,207.719646319,0.0,207.858325233,0.0,209.419435866,208.290532906,346.450753444,0.0,415.842093027,0.0,0.0,207.921046514,833.328150255,1246.32105444,967.849895091,0.0,1175.19946079,310.843728456,0.0,0.0,0.0,0.0,0.0,208.235221561,209.183469382,208.235221561,207.732996125,0.0,208.235221561,0.0,207.410609109
2012-04-15,2.783535683,0.0,0.0,0.0116279069767,1008.19153731,187.576999056,189.025934137,189.025934137,189.227506176,752.668724265,0.0,0.0,0.0,0.0,188.940246887,0.0,188.59894252,0.0,187.576999056,0.0,7588.31502792,0.0,378.798126598,377.120524687,0.0,375.946656725,0.0,567.168778693,187.915516085,0.0,378.309362472,282.883543884,187.802245732,0.0,0.0,0.0,0.0,377.729486839,1065.51651984,438.67356288,188.940246887,1127.72770555,188.374361424,0.0,0.0,188.143696938,0.0,189.858073449,187.407654789,188.540953507,187.407654789,0.0,0.0,189.399063299,0.0,188.885322621
2012-04-22,2.380952381,0.0,0.0,0.0,904.292389852,180.118553227,178.972671795,178.972671795,357.620823786,779.618641402,0.0,179.205023733,0.0,0.0,180.554231471,0.0,178.918552451,178.16430381,180.118553227,0.0,6479.6568229,0.0,0.0,269.281390094,0.0,182.057748407,0.0,0.0,180.091689806,0.0,178.918552451,180.091689806,0.0,178.756390621,0.0,0.0,0.0,542.128006175,1172.47049476,479.556520824,180.554231471,1378.53200159,360.808028332,0.0,0.0,0.0,0.0,0.0,182.553218542,0.0,182.553218542,179.765928534,0.0,181.619582948,0.0,182.167620313
2012-04-29,2.328394315,0.0,0.0,0.0,1294.40657798,186.479729399,184.12166789,184.12166789,184.27768684,797.376492288,184.679950691,0.0,0.0,0.0,0.0,0.0,183.788315443,0.0,186.479729399,0.0,8526.83418953,0.0,0.0,183.732874021,0.0,183.19458507,182.714669831,183.721195223,0.0,0.0,369.827116459,365.098734108,183.566750265,0.0,0.0,0.0,0.0,184.568023448,1103.78579007,612.803227387,0.0,918.76293967,547.978606956,0.0,0.0,0.0,184.456231793,277.398557757,182.164821291,183.490057942,182.164821291,0.0,0.0,366.470804681,0.0,0.0
2012-05-06,1.82767624,0.0,0.0,0.0,1110.33249356,0.0,0.0,0.0,0.0,975.193366997,0.0,195.225380397,197.084696882,0.0,0.0,0.0,293.577183459,195.013334582,0.0,0.0,7541.22632633,0.0,195.993519001,194.911851787,0.0,195.461088674,0.0,260.633187597,0.0,0.0,0.0,585.852762465,0.0,194.014170421,0.0,0.0,0.0,196.786264573,583.534691108,324.789893861,0.0,714.424863725,195.354914256,389.554624785,195.955441984,0.0,0.0,194.600670331,0.0,194.777312392,0.0,194.81425595,0.0,195.678923715,0.0,0.0
2012-05-13,1.960784314,0.0,0.0,0.0144927536232,661.943480999,0.0,0.0,0.0,198.79423989,592.472357293,397.250676309,0.0,0.0,0.0,197.546829531,0.0,264.050309191,0.0,0.0,0.0,7049.72080425,197.249319246,198.917742791,296.412547057,0.0,0.0,0.0,0.0,0.0,0.0,198.97817583,198.227884802,0.0,0.0,0.0,0.0,0.0,197.725766877,790.820177532,394.822852357,197.546829531,1053.02013873,196.205470757,198.144550649,197.840442981,0.0,0.0,0.0,197.071242821,198.504922672,197.071242821,0.0,0.0,197.18992469,0.0,0.0
2012-05-20,2.054361568,0.0,0.0,0.0298507462687,910.209646045,0.0,193.322503556,193.322503556,194.951428302,776.271443536,0.0,194.925710986,0.0,0.0,194.00138185,0.0,195.380402546,0.0,0.0,195.811200284,5176.66843679,0.0,293.617220586,324.454841053,0.0,195.144435699,0.0,0.0,0.0,0.0,0.0,192.913787904,0.0,0.0,0.0,0.0,0.0,291.339646099,452.933051643,323.165241131,194.00138185,840.802481017,259.083268974,193.205551044,194.866963032,195.337940586,0.0,0.0,0.0,292.418319291,0.0,0.0,0.0,193.855600772,0.0,0.0
2012-05-27,1.859956236,0.0,0.0,0.0,736.026206917,0.0,0.0,0.0,0.0,418.202950572,0.0,209.527427391,0.0,209.712719233,207.807785997,0.0,0.0,0.0,0.0,0.0,6143.30594474,0.0,0.0,208.059217075,0.0,0.0,0.0,212.304566979,0.0,209.839357348,212.047772825,207.745023151,0.0,0.0,0.0,209.966148501,0.0,208.311257314,627.993110154,312.158982836,207.807785997,836.841920278,211.599874693,210.283797742,208.893282699,0.0,0.0,0.0,210.156622781,0.0,210.156622781,0.0,0.0,0.0,0.0,0.0
2012-06-03,1.395650763,0.0,0.0,0.0138888888889,802.636612833,0.0,201.26878434,201.26878434,0.0,665.147988064,0.0,300.870314174,0.0,0.0,0.0,0.0,400.839097927,0.0,0.0,201.26878434,5393.14843087,0.0,200.964661064,402.294049281,0.0,200.903946665,0.0,0.0,201.004391125,0.0,0.0,399.955964608,0.0,0.0,0.0,0.0,199.215275859,200.579563003,464.92370169,200.117984791,0.0,531.830394853,199.787978997,0.0,197.957830475,0.0,0.0,0.0,0.0,201.879800686,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-10,0.990425883,0.0,0.0,0.0,751.875867613,204.952271395,0.0,0.0,0.0,679.67473603,0.0,0.0,0.0,0.0,0.0,0.0,408.610345774,0.0,204.952271395,0.0,6462.41487769,0.0,0.0,340.895034394,0.0,204.730478432,0.0,204.496027497,0.0,0.0,0.0,307.126522378,0.0,0.0,0.0,0.0,0.0,203.733135465,509.948777527,305.696121626,0.0,1155.19970227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.954987723,204.817637218,0.0
2012-06-17,0.959890298,0.0,0.0,0.0,511.917570071,0.0,0.0,0.0,205.900288276,271.815386642,0.0,0.0,0.0,0.0,0.0,0.0,204.246266317,0.0,0.0,0.0,6661.33078771,0.0,202.941306436,340.677666509,0.0,0.0,0.0,0.0,0.0,0.0,206.33638571,406.549769328,0.0,306.303452934,0.0,0.0,0.0,203.890422798,543.142927604,511.669318741,0.0,1222.36086047,204.021148404,205.034362044,205.651916396,202.573436999,0.0,204.848417943,0.0,207.025426463,0.0,0.0,0.0,206.086961248,0.0,0.0
2012-06-24,0.709975151,0.0,0.0,0.0,937.109188501,0.0,0.0,0.0,0.0,997.604556419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6527.81503306,0.0,0.0,396.102479382,0.0,200.830257915,201.945165968,202.250495823,0.0,200.157171778,202.679512026,498.276778199,0.0,0.0,0.0,0.0,197.812191725,0.0,400.082795905,332.811327103,0.0,532.209951921,197.812191725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.884776104,0.0,0.0
2012-07-01,0.70230199,0.0,0.0,0.0,428.262520227,0.0,0.0,0.0,0.0,646.962521018,214.011635291,213.790112414,0.0,0.0,212.020140604,0.0,424.282259477,0.0,0.0,0.0,6109.87723967,0.0,0.0,284.868802382,212.084117713,213.790034573,0.0,212.790422677,212.58963107,0.0,0.0,0.0,0.0,212.39718421,0.0,0.0,0.0,216.503720418,710.405513217,317.753651893,212.020140604,568.02078751,213.983792338,216.17618075,214.746701947,0.0,0.0,0.0,0.0,213.048428646,0.0,0.0,0.0,213.821032458,0.0,0.0
2012-07-08,0.608882521,0.0,0.0,0.0,927.17264177,0.0,199.281483247,199.281483247,198.800127007,593.187364698,0.0,196.643828903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.65698849,0.0,297.217999877,330.092319619,0.0,196.881249765,0.0,0.0,198.231064783,0.0,0.0,198.860169329,0.0,0.0,0.0,0.0,0.0,0.0,395.419786825,196.525333074,0.0,790.082602116,393.643681637,0.0,0.0,0.0,0.0,197.178833275,0.0,198.890835347,0.0,0.0,0.0,0.0,196.762467714,0.0
2012-07-15,0.8,0.0,0.0,0.0,802.71413404,0.0,0.0,0.0,0.0,597.380911382,0.0,199.972081991,0.0,0.0,201.2714579,0.0,200.724854665,200.199425879,0.0,201.35139108,6991.01055249,0.0,198.823912654,401.328608362,0.0,0.0,0.0,603.871292775,0.0,0.0,199.064546739,200.603790217,0.0,0.0,0.0,0.0,0.0,0.0,599.277974022,332.550777639,201.2714579,1202.16725385,301.313568218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.199425879,0.0,0.0
2012-07-22,0.651465798,0.0,0.0,0.0,540.052850028,0.0,200.850002638,200.850002638,0.0,470.417370896,0.0,0.0,0.0,0.0,0.0,0.0,200.954566814,0.0,0.0,0.0,6247.54230463,0.0,0.0,405.093590672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.684820144,0.0,0.0,0.0,0.0,0.0,0.0,335.484852217,403.904296162,0.0,939.337373824,303.615545113,0.0,201.241992566,0.0,0.0,0.0,0.0,402.552354483,0.0,0.0,0.0,199.942821054,0.0,0.0
2012-07-29,0.739247312,0.0,0.0,0.0,794.241868484,0.0,198.82147853,198.82147853,198.368338459,594.746679739,0.0,196.442182115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5599.45178384,0.0,0.0,263.98811202,0.0,0.0,196.679359516,0.0,0.0,0.0,0.0,396.802274276,198.341233413,198.455301928,0.0,0.0,0.0,198.941903411,329.598678367,392.647615593,0.0,1118.40301621,0.0,199.235912798,196.382977118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.521053208,0.0,0.0
2012-08-05,0.625,0.0,0.0,0.0,720.752356594,0.0,0.0,0.0,0.0,260.872927611,0.0,195.861819744,0.0,0.0,0.0,0.0,195.980504731,0.0,0.0,0.0,6520.30696485,0.0,294.454990686,196.574767262,195.756288798,195.741792433,0.0,196.170650461,0.0,0.0,0.0,293.955305208,0.0,196.100235537,0.0,0.0,0.0,0.0,651.270589669,390.749310024,0.0,781.107363185,195.693350786,196.574767262,390.893645769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.793097957,0.0,0.0
2012-08-12,0.531561462,0.0,0.0,0.0,199.965755261,199.061205705,200.192382193,200.192382193,199.67162177,331.879713516,200.398361066,199.708825714,0.0,0.0,0.0,0.0,299.335523965,0.0,199.061205705,199.788464415,6106.89157926,198.941217033,199.723739218,599.523480638,199.37036706,199.061205705,0.0,0.0,199.061205705,0.0,0.0,199.061205705,0.0,398.792723611,0.0,0.0,0.0,200.313637421,599.014865309,199.070020017,0.0,994.499607626,332.240931943,199.723739218,198.934944458,0.0,0.0,199.542611281,0.0,0.0,0.0,0.0,0.0,198.950134428,0.0,0.0
2012-08-19,0.708078532,0.0,0.0,0.0,727.717760011,0.0,198.2238263,198.2238263,201.134498639,658.296530753,0.0,395.490049574,0.0,0.0,0.0,0.0,199.306228857,196.703587451,0.0,0.0,4871.70539303,200.468089155,195.381135626,196.436119686,0.0,0.0,0.0,195.262973464,0.0,194.968192405,198.424492437,197.804748443,0.0,0.0,0.0,0.0,0.0,200.952311593,262.998972981,388.879646639,0.0,921.035207064,298.044783607,0.0,401.177851715,0.0,201.621949711,198.403975188,197.924304048,0.0,197.924304048,0.0,0.0,200.407725383,0.0,0.0
2012-08-26,0.849772382,0.0,0.0,0.0,448.801417505,190.707213732,0.0,0.0,0.0,318.994058126,0.0,386.706421405,0.0,0.0,0.0,0.0,383.696415094,191.573802101,190.707213732,193.821378283,5550.86617179,287.727172375,191.341942734,319.571773168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.411607927,0.0,190.59226062,0.0,0.0,0.0,381.984471908,574.12998939,574.934302937,0.0,509.921311822,192.481464937,191.341942734,191.588762811,0.0,0.0,191.195795083,0.0,0.0,0.0,0.0,0.0,193.528508264,0.0,0.0
2012-09-02,1.263976665,0.0,0.0,0.015625,1136.7386701,399.977762505,399.063304277,399.063304277,198.870354105,1064.56820176,200.13666018,0.0,0.0,0.0,0.0,0.0,333.355685661,200.93494789,399.977762505,200.412266635,6390.23656381,199.838064495,0.0,399.261036082,0.0,0.0,0.0,200.692492447,0.0,0.0,0.0,398.688944798,0.0,401.506102875,0.0,0.0,0.0,0.0,798.231274502,266.001485046,0.0,731.294499768,333.195623104,300.011923059,198.954848176,0.0,0.0,299.739844532,199.218996011,0.0,199.218996011,0.0,0.0,198.571210973,0.0,0.0
2012-09-09,0.814536341,0.0,0.0,0.0128205128205,732.015785982,0.0,183.510604476,183.510604476,0.0,606.929550936,184.067034447,274.087640582,0.0,0.0,0.0,0.0,182.042863448,0.0,0.0,182.233351998,6618.25315667,363.815930018,366.463767526,182.290067462,0.0,183.067876841,183.288973311,274.000405638,0.0,0.0,183.955478668,273.894637832,0.0,547.019944321,0.0,0.0,0.0,183.955478668,789.279009352,424.729478832,0.0,1213.34664812,272.228952174,182.896960311,0.0,0.0,0.0,274.55701906,0.0,183.370758883,0.0,0.0,0.0,273.023126483,0.0,0.0
2012-09-16,1.282472871,0.0,0.0,0.0,602.911261712,180.268370278,542.557736272,542.557736272,0.0,479.700171998,180.96946478,180.532803777,0.0,0.0,0.0,0.0,360.717173042,180.214088925,180.268370278,0.0,8281.50088498,269.821745246,180.444743453,300.564045123,0.0,0.0,180.649257266,181.196182053,180.41626373,180.634157768,0.0,180.222220372,0.0,269.878224707,0.0,0.0,0.0,181.291009251,660.303928095,449.458856746,0.0,718.973075827,360.192561999,181.086532321,180.098340214,0.0,0.0,360.971523878,180.105624232,0.0,180.105624232,0.0,0.0,180.098046549,0.0,0.0
2012-09-23,1.898162097,0.0,0.0,0.027027027027,836.951009141,178.387546947,180.459166574,180.459166574,0.0,475.618956221,0.0,359.721437862,0.0,0.0,179.201503565,0.0,178.011201911,0.0,178.387546947,0.0,6723.71669294,179.698194185,0.0,357.314681149,0.0,268.842731298,0.0,534.666024914,0.0,0.0,178.600054989,537.577428586,0.0,714.630322448,0.0,0.0,178.226061539,180.132247794,1131.2986968,594.568188433,179.201503565,1188.49280583,475.907384385,178.329858234,0.0,0.0,0.0,269.358027092,179.535962893,0.0,179.535962893,0.0,0.0,179.066843759,0.0,0.0
2012-09-30,0.988849148,0.0,0.0,0.0112359550562,1242.76927831,0.0,264.577291763,264.577291763,174.405050142,527.559330984,0.0,177.304049958,0.0,0.0,175.14383099,0.0,411.075024117,176.261004639,0.0,0.0,7742.42579648,352.000487497,0.0,0.0,0.0,264.044835332,0.0,176.123623988,0.0,0.0,0.0,410.879513224,0.0,880.940045282,0.0,0.0,0.0,0.0,938.303194097,234.419590913,175.14383099,1113.48483991,703.244520124,0.0,0.0,177.036784281,0.0,529.811246107,0.0,0.0,0.0,0.0,176.900210458,352.522009278,177.036784281,0.0
2012-10-07,1.031353135,0.0,0.0,0.0,1446.34065074,0.0,174.732603563,174.732603563,174.574187784,602.127802809,0.0,348.306293264,0.0,0.0,512.28525629,0.0,749.826680504,344.877421064,0.0,341.110662242,7657.66815883,344.094862973,0.0,258.473685327,174.606073513,174.363413033,0.0,0.0,0.0,0.0,0.0,749.077620182,0.0,691.504887126,0.0,0.0,174.237261649,349.286622793,861.563457073,460.169993133,512.28525629,805.124960573,230.432817344,512.28525629,0.0,174.521446338,0.0,173.364325726,0.0,175.10336083,0.0,0.0,0.0,257.799277223,174.258216404,0.0
2012-10-14,0.920998772,0.0,0.0,0.0,851.41010051,340.431709569,0.0,0.0,170.061998935,508.179290895,0.0,592.508476412,0.0,0.0,0.0,0.0,622.819491928,169.264541573,340.431709569,0.0,7401.60463813,282.497465663,339.088304744,566.309829771,169.365030518,169.237176748,170.57855308,169.622783057,0.0,0.0,171.045786263,508.996700343,170.113253305,1131.21796519,0.0,0.0,0.0,169.725197101,960.807687489,338.717842954,0.0,1184.81693308,508.420005983,171.149293547,0.0,170.890759871,0.0,226.77391086,0.0,0.0,0.0,0.0,170.937545265,169.315771481,0.0,0.0
2012-10-21,0.598205384,0.0,0.0,0.0,939.034760174,164.857836665,166.275743404,166.275743404,0.0,494.623553806,0.0,331.145381794,0.0,0.0,0.0,0.0,330.207726887,0.0,164.857836665,248.247212146,7915.82886707,439.801125782,166.376394581,330.03987944,0.0,0.0,0.0,163.951120825,0.0,0.0,164.447190783,495.203262603,0.0,660.315637423,0.0,0.0,0.0,248.047415841,1233.65184718,496.171579464,0.0,1318.17883502,605.396242016,164.397448741,0.0,0.0,0.0,166.175213934,248.636305826,0.0,248.636305826,0.0,0.0,164.882938507,331.648632093,0.0
2012-10-28,1.096224117,0.0,0.0,0.0,1005.46456325,167.996763025,167.07808636,167.07808636,166.524793959,833.772387935,0.0,165.271978401,0.0,0.0,165.371690002,0.0,419.156032215,0.0,167.996763025,335.790708566,6837.92569778,277.901485351,223.188792381,417.366987119,0.0,0.0,0.0,167.794051998,0.0,0.0,167.027548514,445.215953022,0.0,779.023351343,0.0,0.0,167.844683879,333.552900728,722.284527652,499.797498997,165.371690002,1332.5828217,389.010147759,0.0,166.098697757,0.0,0.0,165.721630096,167.996893657,167.129729404,167.996893657,167.793937579,0.0,0.0,167.844630611,0.0
2012-11-04,1.379574631,0.0,0.0,0.0108695652174,479.037201522,239.426157185,158.650480767,158.650480767,159.034620505,582.554185653,0.0,158.757516123,0.0,0.0,0.0,0.0,424.471060186,157.933902263,239.426157185,160.049959793,6834.99178336,238.028590365,0.0,238.556061314,0.0,478.659762701,159.138325409,0.0,0.0,0.0,160.486459683,478.61151566,159.615827895,424.326380782,0.0,0.0,0.0,160.181504896,687.857774982,635.17960301,0.0,899.522415201,477.19276379,159.684083855,159.193300907,158.458758131,0.0,158.554561492,0.0,320.531621872,0.0,0.0,0.0,237.976954299,158.21975548,0.0
2012-11-11,2.19938335,0.0,0.0,0.0348837209302,1431.52459533,165.150270158,163.625764293,163.625764293,163.083467394,985.545388662,0.0,246.524007565,0.0,0.0,0.0,0.0,164.061938592,0.0,165.150270158,163.576315588,6848.17663644,273.993621286,165.250088997,248.261047712,0.0,0.0,0.0,248.286716453,0.0,166.402782542,164.022432813,328.371510583,0.0,657.888903983,0.0,0.0,0.0,165.448177208,656.953190244,492.656968385,0.0,1258.48415128,548.336002767,0.0,164.901249847,164.851535873,0.0,248.561833636,0.0,166.051315823,0.0,163.477507787,0.0,0.0,0.0,0.0
2012-11-18,2.548918641,0.0,0.0,0.0,971.966921586,272.324070168,303.395162951,303.395162951,0.0,785.957344168,0.0,363.140684573,0.0,0.0,0.0,0.0,484.498798018,361.500960049,272.324070168,182.092294835,7014.83129817,272.324004191,182.519197158,242.478027273,271.480141974,182.188728996,0.0,181.129713242,181.348535004,0.0,181.677760786,484.24234918,0.0,182.023819,0.0,0.0,0.0,242.680074575,907.04687161,543.644717832,0.0,966.007625421,665.514276299,181.622806835,362.150180578,0.0,0.0,180.862551649,0.0,181.355962672,0.0,0.0,0.0,302.134792952,182.161290987,0.0
2012-11-25,2.011766939,0.0,0.0,0.0,1348.74002218,258.31255401,156.839295802,156.839295802,154.543805788,980.613257124,156.392940368,155.590889243,0.0,153.737563081,232.854617162,0.0,619.968849077,232.784712902,258.31255401,155.010846603,7072.96899259,154.906408925,156.934234843,233.277008139,154.776973872,310.644615244,155.684745888,310.656163897,0.0,0.0,155.433603458,154.109022007,0.0,361.99917664,0.0,0.0,0.0,207.375680922,980.229872496,515.753374113,232.854617162,1186.25827611,671.720514956,155.604213561,156.272065076,0.0,0.0,154.816161722,155.112185834,309.808726087,155.112185834,0.0,0.0,232.859332829,156.413487759,0.0
2012-12-02,1.862161643,0.0,0.0,0.0,1091.91702036,0.0,156.252980582,156.252980582,464.279348501,724.123337518,0.0,388.926355747,0.0,0.0,154.479674629,156.53375097,777.430258654,309.328434894,0.0,310.17572465,7606.83426129,413.993889341,0.0,259.399160599,156.53375097,156.439339782,0.0,155.176390942,154.947086656,0.0,0.0,362.592023878,156.34504241,777.180034596,0.0,0.0,0.0,467.361964845,1240.6012288,671.988108729,154.479674629,1447.15696712,984.039967115,0.0,154.340000421,0.0,0.0,312.648052203,233.403903804,156.960015345,233.403903804,0.0,155.248866619,233.46241925,313.445831248,0.0
